TIME,BID,BIDDEPTH,BIDDEPTHT,NUMBIDS,OFFER,OFFERDEPTH,OFFERDEPTHT,NUMOFFERS,OPEN,HIGH,LOW,LAST,CHANGE,QTY,VALUE,HIGHBID,LOWOFFER,NUMTRADES
11:00:14,5338.500000,494.000000,34895.000000,750.000000,5339.500000,78.000000,185939.000000,953.000000,5368.500000,5374.500000,5335.500000,5339.000000,-26.000000,5500.000000,5097.000000
11:01:14,5340.500000,10.000000,33735.000000,740.000000,5341.500000,66.000000,183965.000000,922.000000,5368.500000,5374.500000,5335.500000,5341.500000,-23.500000,5500.000000,5097.000000
11:02:14,5341.500000,7.000000,34165.000000,756.000000,5342.000000,87.000000,184620.000000,917.000000,5368.500000,5374.500000,5335.500000,5341.500000,-23.500000,5500.000000,5097.000000
11:03:14,5340.000000,1.000000,34201.000000,748.000000,5341.500000,16.000000,184944.000000,925.000000,5368.500000,5374.500000,5335.500000,5341.500000,-23.500000,5500.000000,5097.000000
11:04:14,5337.000000,31.000000,34627.000000,746.000000,5338.000000,69.000000,186560.000000,937.000000,5368.500000,5374.500000,5335.500000,5337.000000,-28.000000,5500.000000,5097.000000
11:05:14,5328.000000,71.000000,31122.000000,654.000000,5330.000000,130.000000,186592.000000,945.000000,5368.500000,5374.500000,5327.500000,5330.000000,-35.000000,5500.000000,5097.000000
11:06:14,5329.500000,9.000000,31085.000000,681.000000,5330.000000,134.000000,185908.000000,944.000000,5368.500000,5374.500000,5327.500000,5329.500000,-35.500000,5500.000000,5097.000000
11:07:14,5329.500000,22.000000,31601.000000,712.000000,5330.500000,144.000000,188099.000000,959.000000,5368.500000,5374.500000,5327.500000,5330.500000,-34.500000,5500.000000,5097.000000
11:08:14,5328.500000,50.000000,31368.000000,711.000000,5330.000000,188.000000,187314.000000,958.000000,5368.500000,5374.500000,5327.500000,5329.000000,-36.000000,5500.000000,5097.000000
11:09:14,5329.500000,25.000000,32074.000000,721.000000,5331.000000,80.000000,187643.000000,963.000000,5368.500000,5374.500000,5327.500000,5329.500000,-35.500000,5500.000000,5097.000000
11:10:14,5330.000000,10.000000,32451.000000,730.000000,5332.000000,70.000000,188398.000000,963.000000,5368.500000,5374.500000,5327.500000,5332.000000,-33.000000,5500.000000,5097.000000
11:11:14,5330.500000,233.000000,33345.000000,747.000000,5332.500000,140.000000,186747.000000,950.000000,5368.500000,5374.500000,5327.500000,5332.500000,-32.500000,5500.000000,5097.000000
11:12:14,5333.500000,10.000000,34181.000000,754.000000,5336.000000,238.000000,186610.000000,945.000000,5368.500000,5374.500000,5327.500000,5334.000000,-31.000000,5500.000000,5097.000000
11:13:14,5335.500000,83.000000,34439.000000,763.000000,5337.500000,116.000000,185621.000000,939.000000,5368.500000,5374.500000,5327.500000,5336.000000,-29.000000,5500.000000,5097.000000
