Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,111.639999,112.790001,110.220001,110.220001,98.216850,2973300
2016-11-02,109.500000,110.839996,107.599998,107.599998,95.882172,4705300
2016-11-03,107.709999,108.709999,106.519997,106.519997,94.919785,4177600
2016-11-07,106.709999,108.199997,106.040001,106.400002,94.812851,3512303
2016-11-08,107.000000,107.690002,105.320000,106.760002,95.133659,4802000
2016-11-09,105.000000,110.730003,104.400002,110.480003,98.448540,9130005
2016-11-10,110.809998,112.339996,110.199997,111.800003,99.624786,9852601
2016-11-11,111.550003,114.010002,110.790001,113.489998,101.130745,8341500
2016-11-14,113.610001,114.330002,112.379997,113.209999,100.881233,4804204
2016-11-15,113.150002,113.459999,110.809998,111.650002,99.491119,4408406
2016-11-16,112.059998,112.910004,111.309998,111.650002,99.491119,2256700
2016-11-17,111.250000,112.019997,109.599998,110.279999,98.270309,4197101
2016-11-18,110.199997,111.870003,110.169998,111.250000,99.134682,2760800
2016-11-21,111.500000,112.480003,111.370003,111.949997,99.758446,3598000
2016-11-22,112.459999,113.879997,112.199997,113.809998,101.415894,5483400
2016-11-23,114.000000,114.849998,113.720001,114.500000,102.030746,3813102
2016-11-24,114.500000,118.349998,114.489998,118.239998,105.363457,5070305
2016-11-25,118.349998,119.860001,117.080002,118.000000,105.149597,5042805
2016-11-28,117.800003,118.339996,116.250000,117.029999,104.285233,3370800
2016-11-29,117.370003,118.610001,115.699997,115.699997,103.100067,4567158
2016-11-30,116.080002,117.790001,115.760002,116.080002,103.438690,4798705
2016-12-01,117.430000,117.449997,115.199997,115.400002,102.832741,4122300
2016-12-02,115.400002,116.620003,114.769997,116.620003,103.919876,4127110
2016-12-05,116.129997,118.769997,116.000000,118.059998,105.203056,5099601
2016-12-06,118.489998,119.160004,116.459999,116.500000,103.812943,5415905
2016-12-07,116.800003,118.680000,116.500000,118.209999,105.336723,4248903
2016-12-08,118.580002,123.750000,118.480003,123.750000,110.273407,8561810
2016-12-09,123.989998,124.980003,121.809998,121.900002,108.624878,7124165
2016-12-12,123.180000,128.399994,123.180000,126.300003,112.545715,7278600
2016-12-13,126.800003,129.529999,124.750000,129.529999,115.423958,10416702
2016-12-14,130.000000,130.000000,127.300003,128.559998,114.559593,5399300
2016-12-15,127.139999,129.380005,126.650002,129.089996,115.031868,6834302
2016-12-16,129.850006,129.880005,128.229996,128.419998,114.434837,5746651
2016-12-19,128.800003,129.190002,127.720001,127.800003,113.882362,2278301
2016-12-20,128.259995,129.380005,127.150002,128.449997,114.461571,1943600
2016-12-21,128.449997,131.490005,128.449997,129.630005,115.513069,6882340
2016-12-22,129.279999,129.539993,126.360001,127.010002,113.178398,5420350
2016-12-23,126.959999,128.899994,126.680000,128.130005,114.176430,2983423
2016-12-26,128.259995,129.250000,127.709999,128.000000,114.060577,1200430
2016-12-27,128.000000,128.630005,127.070000,128.130005,114.176430,1746003
2016-12-28,128.580002,129.100006,128.009995,129.000000,114.951675,2593907
2016-12-29,128.500000,130.550003,127.900002,130.500000,116.288330,3906194
2016-12-30,130.119995,131.089996,129.520004,129.750000,115.619995,2245831
2017-01-03,130.899994,136.589996,130.070007,136.589996,121.715103,6955419
2017-01-04,135.889999,136.660004,134.020004,134.800003,120.120049,4093758
2017-01-05,134.820007,136.080002,133.410004,133.470001,118.934891,2937102
2017-01-06,134.000000,134.500000,131.869995,132.500000,118.070526,3040400
2017-01-09,132.679993,133.740005,129.899994,130.000000,115.842773,4124602
2017-01-10,129.949997,132.059998,129.610001,130.589996,116.368523,3911902
2017-01-11,130.199997,131.740005,128.309998,128.800003,114.773460,4052300
2017-01-12,129.479996,129.899994,128.119995,128.119995,114.167503,2786304
2017-01-13,128.429993,130.690002,123.300003,124.260002,110.727867,6128650
2017-01-16,124.790001,124.800003,122.629997,122.760002,109.391228,3955741
2017-01-17,122.699997,123.650002,121.699997,122.639999,109.284294,3516300
2017-01-18,123.000000,124.449997,122.199997,124.000000,110.496185,3258820
2017-01-19,124.400002,126.190002,123.839996,124.989998,111.378365,3904556
2017-01-20,124.629997,126.580002,124.500000,126.480003,112.706108,2895600
2017-01-23,126.400002,126.480003,124.230003,124.779999,111.191238,3123220
2017-01-24,125.000000,128.350006,125.000000,127.699997,113.793243,4149307
2017-01-25,127.010002,128.649994,127.010002,127.449997,113.570473,2456500
2017-01-26,128.169998,130.449997,127.589996,129.940002,115.789314,4062700
2017-01-27,129.949997,132.100006,129.009995,131.899994,117.535851,7274904
2017-01-30,131.500000,132.000000,129.610001,130.009995,115.851685,3740750
2017-01-31,129.800003,130.380005,128.100006,128.600006,114.595238,2681620
2017-02-01,129.000000,129.990005,128.169998,129.419998,115.325935,3158200
2017-02-02,130.000000,130.440002,128.389999,128.800003,114.773460,2435875
2017-02-03,129.000000,130.139999,128.770004,130.000000,115.842773,2124250
2017-02-06,130.210007,130.949997,129.279999,130.460007,116.252686,2695001
2017-02-07,130.929993,131.679993,129.500000,130.679993,116.448715,2474349
2017-02-08,130.679993,130.679993,127.870003,128.839996,114.809097,2596626
2017-02-09,129.380005,129.720001,127.300003,128.399994,114.417015,2568600
2017-02-10,128.770004,129.500000,126.839996,127.410004,113.534828,4640428
2017-02-13,127.769997,129.500000,127.000000,127.980003,114.042763,6119501
2017-02-14,127.980003,127.980003,125.080002,125.440002,111.779366,2171710
2017-02-15,125.099998,126.930000,122.940002,125.449997,111.788277,3938620
2017-02-16,125.639999,125.910004,123.120003,125.470001,111.806099,2931300
2017-02-17,125.519997,125.680000,123.510002,124.449997,110.897179,5321235
2017-02-20,124.849998,125.339996,123.150002,125.000000,111.387283,3081704
2017-02-21,125.000000,127.449997,124.320000,126.900002,113.080368,4103900
2017-02-22,127.300003,127.989998,126.050003,127.989998,114.051666,4730910
2017-02-24,128.009995,129.149994,125.870003,125.870003,112.162537,1788101
2017-02-27,126.879997,126.910004,121.209999,121.250000,108.045670,4265501
2017-02-28,121.250000,121.779999,118.309998,118.809998,105.871384,5199610
2017-03-01,119.000000,123.500000,117.910004,122.919998,109.533798,4759505
2017-03-02,123.050003,125.599998,123.050003,125.290001,111.645699,7387907
2017-03-03,124.050003,125.449997,122.099998,122.430000,109.097160,6127705
2017-03-06,122.000000,123.750000,120.570000,120.570000,107.439720,3695301
2017-03-07,120.599998,121.029999,118.080002,119.260002,106.272377,4182155
2017-03-09,118.250000,118.900002,116.110001,118.459999,105.559502,6215298
2017-03-10,118.010002,120.650002,117.099998,117.599998,104.793152,4610101
2017-03-13,117.050003,119.599998,116.330002,117.800003,104.971375,4200658
2017-03-14,118.699997,119.010002,117.209999,117.510002,104.712959,5367601
2017-03-15,118.099998,119.290001,116.599998,117.500000,104.704041,2712101
2017-03-16,118.779999,121.620003,118.779999,121.500000,108.268440,8887410
2017-03-17,121.330002,124.489998,121.059998,122.730003,109.364494,4261675
2017-03-20,123.500000,125.709999,122.720001,125.449997,111.788277,3625310
2017-03-21,125.989998,127.260002,124.410004,125.330002,111.681351,4701201
2017-03-22,123.989998,124.769997,121.290001,124.730003,111.146690,3896509
2017-03-23,125.040001,126.449997,124.690002,126.000000,112.278381,3014000
2017-03-24,125.279999,126.430000,124.000000,124.589996,111.021935,3550600
2017-03-27,123.010002,124.339996,122.000000,123.000000,109.605087,2581301
2017-03-28,123.660004,123.690002,122.169998,123.300003,109.872421,2633201
2017-03-29,123.790001,124.300003,122.360001,123.050003,109.649643,1486444
2017-03-30,123.900002,123.989998,121.650002,122.879997,109.498154,2307835
2017-03-31,122.669998,122.699997,120.000000,120.800003,107.644669,2547020
2017-04-03,120.699997,122.190002,120.199997,120.739998,107.591202,2847117
2017-04-04,120.690002,123.500000,119.000000,123.419998,109.979347,2908604
2017-04-05,123.959999,125.489998,123.250000,124.709999,111.128868,2927715
2017-04-06,124.199997,125.790001,124.000000,125.000000,111.387283,2413910
2017-04-07,124.239998,124.629997,120.769997,122.589996,109.239731,4396502
2017-04-10,121.500000,121.500000,117.349998,117.349998,104.570381,4852603
2017-04-11,117.019997,119.150002,116.410004,117.480003,104.686226,4228610
2017-04-12,117.720001,118.400002,113.129997,113.290001,100.952522,4026507
2017-04-13,114.489998,114.779999,110.709999,113.279999,100.943611,6890720
2017-04-14,112.800003,113.500000,110.900002,111.040001,98.947548,1278201
2017-04-17,110.730003,115.510002,109.879997,115.510002,102.930763,3142305
2017-04-18,115.459999,116.250000,112.559998,113.699997,101.317871,4767702
2017-04-19,113.550003,114.919998,112.250000,112.900002,100.604996,4005601
2017-04-20,112.500000,117.690002,111.410004,117.400002,104.614937,9195410
2017-04-21,117.930000,120.790001,117.660004,120.080002,107.003082,7659419
2017-04-24,121.000000,123.489998,120.800003,123.489998,110.041725,5602201
2017-04-25,123.639999,124.110001,121.589996,123.879997,110.389252,4856005
2017-04-26,124.000000,125.769997,122.699997,125.599998,111.921936,3515112
2017-04-27,125.010002,125.370003,123.900002,124.709999,111.128868,3472264
2017-04-28,125.500000,126.900002,124.809998,125.820000,112.117981,5314901
2017-05-02,125.989998,129.149994,125.870003,128.580002,114.577415,5152503
2017-05-03,128.500000,128.500000,126.019997,127.250000,113.392258,3670301
2017-05-04,127.949997,128.839996,126.559998,126.699997,112.902145,4126801
2017-05-05,125.970001,128.509995,125.199997,128.199997,114.238792,3133601
2017-05-10,128.679993,130.479996,128.550003,130.000000,115.842773,4764600
2017-05-11,130.119995,131.429993,127.800003,127.849998,113.926910,4518201
2017-05-12,127.410004,128.800003,126.980003,127.300003,113.436813,2829807
2017-05-15,127.709999,131.350006,127.709999,131.199997,116.912086,4284601
2017-05-16,130.949997,133.199997,129.910004,131.330002,117.027939,6918090
2017-05-17,130.800003,132.199997,130.380005,131.350006,117.045761,4373200
2017-05-18,130.500000,130.949997,128.020004,128.929993,114.889290,5094914
2017-05-19,129.110001,131.750000,128.520004,131.100006,116.822990,2988310
2017-05-22,132.339996,132.479996,130.490005,131.979996,117.607147,3016103
2017-05-23,131.740005,133.770004,130.970001,132.039993,117.660614,7167301
2017-05-24,132.399994,133.949997,130.100006,133.000000,118.516068,4137601
2017-05-25,133.240005,133.679993,130.500000,130.699997,116.466537,2998910
2017-05-26,130.699997,131.550003,128.720001,130.199997,116.020988,7097607
2017-05-29,129.289993,131.210007,129.289993,130.500000,116.288330,2857001
2017-05-30,130.199997,130.460007,129.080002,129.490005,115.388321,3393810
2017-05-31,129.470001,129.789993,123.699997,124.690002,111.111046,9509117
2017-06-01,124.900002,126.400002,122.500000,125.339996,111.690254,8666701
2017-06-02,124.510002,127.000000,122.910004,126.949997,113.124924,4422730
2017-06-05,127.300003,127.860001,124.300003,124.459999,110.906090,3579012
2017-06-06,124.440002,125.790001,122.860001,122.980003,109.587273,3531229
2017-06-07,123.250000,124.779999,122.690002,123.779999,110.300140,7114903
2017-06-08,124.000000,124.250000,120.199997,122.400002,109.070435,6227200
2017-06-09,122.389999,122.389999,121.110001,122.250000,108.936768,4089900
2017-06-13,117.050003,118.599998,116.529999,116.550003,109.217896,6123508
2017-06-14,116.750000,116.949997,114.050003,114.300003,107.109444,5278202
2017-06-15,114.000000,114.000000,108.809998,111.019997,104.035782,11273602
2017-06-16,112.930000,113.589996,110.889999,111.989998,104.944756,3741305
2017-06-19,112.989998,114.400002,112.169998,114.110001,106.931389,2888901
2017-06-20,114.489998,116.709999,113.599998,115.500000,108.233948,4499710
2017-06-21,115.209999,117.540001,114.410004,116.470001,109.142929,3493303
2017-06-22,116.000000,116.919998,114.589996,115.000000,107.765404,3671800
2017-06-23,115.010002,115.790001,114.019997,114.580002,107.371826,2829801
2017-06-26,114.900002,117.000000,113.110001,113.220001,106.097382,4141805
2017-06-27,113.370003,115.099998,112.720001,114.930000,107.699806,1976501
2017-06-28,114.559998,115.919998,113.309998,115.720001,108.440109,3123010
2017-06-29,116.790001,116.800003,114.599998,115.000000,107.765404,3410308
2017-06-30,115.099998,120.480003,104.870003,120.290001,112.722610,13379325
2017-07-03,120.699997,121.680000,119.379997,120.400002,112.825691,4187520
2017-07-04,120.300003,123.470001,120.029999,123.400002,115.636963,4155402
2017-07-05,123.410004,125.699997,122.550003,125.010002,117.145683,6281805
2017-07-06,125.099998,126.099998,123.769997,123.870003,116.077400,3075500
2017-07-07,123.500000,126.040001,122.769997,125.500000,117.604851,3145405
2017-07-10,126.489998,127.889999,125.739998,127.550003,119.525894,2643401
2017-07-11,127.849998,129.350006,126.639999,129.000000,120.884666,3635001
2017-07-12,129.119995,134.000000,129.119995,133.990005,125.560753,8567700
2017-07-13,134.080002,136.119995,132.399994,134.600006,126.132378,9913550
2017-07-14,134.009995,136.800003,133.919998,134.509995,126.048035,6784920
2017-07-17,135.000000,136.399994,133.000000,133.669998,125.260880,3164107
2017-07-18,133.990005,135.589996,132.460007,132.699997,124.351898,5542101
2017-07-19,132.910004,135.100006,131.899994,134.720001,126.244827,4633802
2017-07-20,135.350006,135.899994,134.000000,134.690002,126.216713,3390701
2017-07-21,134.500000,135.440002,133.509995,133.750000,125.335846,4398510
2017-07-24,133.389999,134.889999,131.830002,134.350006,125.898109,4076150
2017-07-25,134.020004,135.000000,133.199997,134.000000,125.570122,3374305
2017-07-26,134.220001,135.880005,133.839996,135.210007,126.704010,3273501
2017-07-27,135.710007,137.899994,135.710007,137.240005,128.606293,4185001
2017-07-28,136.220001,137.179993,134.380005,136.220001,127.650467,4165101
2017-07-31,136.529999,138.419998,134.470001,134.990005,126.497849,4817810
2017-08-01,135.970001,137.550003,135.149994,136.440002,127.856621,3087101
2017-08-02,136.240005,139.309998,135.759995,138.899994,130.161865,4239201
2017-08-03,138.899994,139.839996,138.100006,138.399994,129.693314,2677001
2017-08-04,137.759995,139.929993,137.339996,138.770004,130.040039,2926400
2017-08-07,139.279999,140.449997,138.889999,139.949997,131.145813,3078903
2017-08-08,140.300003,143.589996,140.050003,143.500000,134.472473,6012204
2017-08-09,142.589996,144.570007,141.860001,141.899994,132.973129,4201611
2017-08-10,142.360001,142.460007,140.029999,141.000000,132.129761,2988300
2017-08-11,140.639999,141.800003,138.259995,141.800003,132.879425,5033200
2017-08-14,142.500000,143.000000,140.839996,141.669998,132.757599,2379701
2017-08-15,141.100006,141.800003,140.110001,141.500000,132.598297,1905501
2017-08-16,142.270004,143.000000,141.039993,141.720001,132.804459,2058901
2017-08-17,140.600006,143.500000,140.300003,140.979996,132.111008,2323405
2017-08-18,140.000000,140.789993,137.899994,138.740005,130.011932,4098533
2017-08-21,139.539993,141.399994,138.960007,140.899994,132.036041,2481310
2017-08-22,140.979996,142.630005,140.979996,141.830002,132.907547,2396501
2017-08-23,141.740005,143.990005,141.720001,143.500000,134.472473,3535810
2017-08-24,143.699997,147.899994,143.699997,147.240005,137.977203,4439001
2017-08-25,148.119995,149.789993,147.289993,149.699997,140.282440,2842405
2017-08-28,149.899994,151.309998,148.559998,150.750000,141.266388,2678005
2017-08-29,150.539993,151.000000,148.029999,149.949997,140.516708,3740204
2017-08-30,150.500000,154.779999,150.020004,154.000000,144.311935,5728405
2017-08-31,153.990005,159.000000,153.050003,157.979996,148.041550,6075316
2017-09-01,157.770004,159.880005,157.220001,157.800003,147.872879,6243830
2017-09-04,156.990005,158.800003,156.029999,158.350006,148.388275,3495405
2017-09-05,157.990005,159.699997,157.110001,159.350006,149.325363,3617900
2017-09-06,158.300003,159.100006,157.419998,158.000000,148.060287,2208001
2017-09-07,158.500000,161.960007,158.339996,161.429993,151.274506,4778901
