Time,MOEX,LKOH,SBER,GAZP,NVTK
10:03:19,270000.000000,5151.000000,250.100000,231.050000,1293.400000
10:04:19,270025.000000,5148.500000,250.200000,231.320000,1297.600000
10:05:19,270025.000000,5148.000000,250.080000,231.550000,1296.400000
10:06:19,270000.000000,5151.000000,250.100000,231.600000,1298.000000
10:07:19,270075.000000,5154.000000,249.900000,231.820000,1298.000000
10:08:19,269975.000000,5154.500000,249.760000,231.570000,1295.400000
10:09:19,269950.000000,5157.500000,249.790000,231.490000,1296.800000
10:10:19,270100.000000,5164.500000,249.950000,231.440000,1295.000000
10:11:19,270100.000000,5166.000000,249.950000,231.540000,1297.200000
10:12:19,270125.000000,5168.500000,249.990000,231.660000,1297.800000
10:13:19,270050.000000,5166.000000,249.890000,231.510000,1295.600000
10:14:20,270050.000000,5166.500000,249.870000,231.590000,1295.000000
10:15:20,270125.000000,5171.500000,249.850000,231.680000,1295.000000
10:16:19,270125.000000,5169.500000,249.890000,231.930000,1295.000000
10:17:20,270175.000000,5170.000000,249.900000,231.950000,1295.800000
10:18:20,270225.000000,5174.500000,249.900000,232.100000,1295.000000
10:19:20,270225.000000,5174.500000,249.890000,232.140000,1296.400000
10:20:20,270200.000000,5176.000000,249.850000,231.910000,1295.000000
10:21:20,270100.000000,5174.000000,249.880000,231.610000,1295.000000
10:22:20,270175.000000,5174.000000,249.970000,231.900000,1295.000000
10:23:21,270225.000000,5173.500000,249.960000,231.900000,1295.600000
10:24:20,270225.000000,5175.000000,249.900000,231.900000,1297.000000
10:25:20,270275.000000,5174.500000,249.920000,231.960000,1296.200000
10:26:20,270150.000000,5174.500000,249.880000,231.700000,1295.200000
10:27:20,270175.000000,5174.500000,249.880000,231.720000,1295.200000
10:28:20,270225.000000,5175.000000,249.850000,231.730000,1295.800000
10:29:20,270275.000000,5176.000000,249.910000,231.910000,1295.800000
10:30:20,270225.000000,5172.500000,249.850000,231.780000,1296.000000
10:31:20,270225.000000,5171.500000,249.900000,231.650000,1297.000000
10:32:20,270125.000000,5169.500000,249.850000,231.420000,1295.800000
10:33:20,270150.000000,5172.500000,249.730000,231.420000,1295.200000
10:34:20,270200.000000,5174.500000,249.770000,231.410000,1296.200000
10:35:20,270125.000000,5175.000000,249.550000,231.370000,1296.400000
10:36:20,270075.000000,5171.000000,249.580000,231.580000,1295.000000
10:37:20,270050.000000,5171.000000,249.570000,231.550000,1295.000000
10:38:20,270025.000000,5170.500000,249.500000,231.590000,1295.000000
10:39:20,270100.000000,5170.000000,249.560000,231.690000,1295.000000
10:40:20,270150.000000,5173.000000,249.390000,231.700000,1295.000000
10:41:20,270125.000000,5173.000000,249.320000,231.530000,1296.600000
10:42:20,270025.000000,5175.000000,249.100000,231.500000,1296.600000
10:43:20,270050.000000,5175.500000,249.240000,231.480000,1295.200000
10:44:21,270050.000000,5177.000000,249.150000,231.460000,1295.200000
10:45:20,270000.000000,5173.500000,248.950000,231.480000,1295.200000
10:46:20,270100.000000,5175.000000,249.170000,231.550000,1295.200000
10:47:21,270025.000000,5174.000000,248.980000,231.600000,1296.000000
10:48:21,269950.000000,5173.000000,248.780000,231.530000,1295.400000
10:49:21,269900.000000,5171.500000,248.850000,231.480000,1295.000000
10:50:21,269900.000000,5171.000000,248.810000,231.550000,1295.600000
10:51:21,270000.000000,5171.500000,249.100000,231.630000,1295.000000
10:52:21,270000.000000,5170.000000,249.050000,231.690000,1295.400000
10:53:21,269975.000000,5166.500000,248.970000,231.680000,1295.600000
10:54:21,269950.000000,5165.500000,249.070000,231.630000,1295.200000
10:55:21,270000.000000,5166.500000,249.100000,231.700000,1295.000000
10:56:21,269950.000000,5166.500000,249.200000,231.420000,1296.000000
10:57:21,270025.000000,5167.500000,249.190000,231.500000,1296.000000
10:58:21,270050.000000,5167.000000,249.360000,231.600000,1295.400000
10:59:21,270125.000000,5167.000000,249.490000,231.650000,1295.400000
11:00:21,270125.000000,5171.500000,249.400000,231.620000,1295.400000
11:01:21,270150.000000,5171.000000,249.390000,231.700000,1295.400000
11:02:21,270125.000000,5172.500000,249.460000,231.680000,1295.200000
11:03:21,270125.000000,5172.500000,249.440000,231.680000,1295.200000
11:04:21,270225.000000,5174.000000,249.500000,231.910000,1296.600000
11:05:21,270350.000000,5174.500000,249.500000,232.120000,1297.600000
11:06:21,270400.000000,5177.000000,249.510000,232.030000,1296.800000
11:07:21,270375.000000,5176.500000,249.600000,232.060000,1297.200000
11:08:21,270300.000000,5177.000000,249.600000,231.950000,1297.200000
11:09:21,270275.000000,5175.000000,249.650000,231.980000,1296.400000
11:10:21,270200.000000,5176.500000,249.550000,231.980000,1296.400000
11:11:21,270150.000000,5176.000000,249.330000,231.910000,1296.400000
11:12:22,270125.000000,5174.500000,249.330000,231.920000,1296.200000
11:13:22,270175.000000,5175.500000,249.410000,231.910000,1296.200000
11:14:22,270125.000000,5175.000000,249.450000,231.930000,1296.200000
11:15:22,270150.000000,5175.500000,249.430000,231.760000,1295.600000
11:16:22,270075.000000,5174.500000,249.310000,231.710000,1295.600000
11:17:22,270075.000000,5174.500000,249.140000,231.750000,1296.600000
11:18:22,270225.000000,5174.500000,249.130000,231.830000,1297.400000
11:19:22,270050.000000,5174.500000,248.900000,231.650000,1297.400000
11:20:22,270025.000000,5172.000000,248.730000,231.720000,1297.200000
11:21:22,270025.000000,5175.000000,248.840000,231.710000,1297.000000
11:22:22,270050.000000,5177.500000,248.880000,231.710000,1296.400000
11:23:22,269975.000000,5174.500000,248.800000,231.690000,1296.600000
11:24:22,269900.000000,5175.500000,248.840000,231.630000,1297.200000
11:25:22,269875.000000,5174.500000,248.810000,231.500000,1296.200000
11:26:23,269925.000000,5174.500000,248.900000,231.580000,1296.800000
11:27:22,270000.000000,5177.000000,248.910000,231.570000,1296.800000
11:28:23,270025.000000,5178.500000,248.980000,231.620000,1296.800000
11:29:23,270050.000000,5181.500000,248.990000,231.620000,1296.800000
11:30:23,270000.000000,5181.500000,248.890000,231.620000,1297.200000
11:31:23,269800.000000,5176.500000,248.250000,231.450000,1296.000000
11:32:23,269925.000000,5180.500000,248.270000,231.620000,1296.000000
11:33:23,269900.000000,5181.500000,248.170000,231.590000,1296.000000
11:34:23,269975.000000,5182.000000,248.150000,231.550000,1296.000000
11:35:23,269875.000000,5181.000000,248.220000,231.470000,1296.000000
11:36:24,269950.000000,5179.000000,248.240000,231.530000,1296.600000
11:37:24,269925.000000,5178.500000,248.180000,231.680000,1296.600000
11:38:24,269950.000000,5178.500000,248.180000,231.540000,1296.200000
11:39:23,269925.000000,5177.500000,248.180000,231.500000,1296.200000
11:40:24,269875.000000,5178.000000,248.150000,231.510000,1296.200000
11:41:25,269800.000000,5178.000000,247.650000,231.520000,1296.000000
11:42:26,269675.000000,5178.500000,247.380000,231.470000,1296.000000
11:43:27,269750.000000,5179.500000,247.390000,231.490000,1296.600000
11:44:27,269750.000000,5178.000000,247.680000,231.490000,1296.000000
11:45:27,269750.000000,5180.000000,247.500000,231.490000,1296.000000
11:46:27,269675.000000,5179.500000,247.350000,231.470000,1296.000000
11:47:27,269650.000000,5180.000000,247.070000,231.300000,1296.000000
11:48:27,269675.000000,5179.000000,247.070000,231.300000,1296.200000
11:49:27,269675.000000,5181.000000,247.270000,231.270000,1296.400000
