ISIN;Name;Price;Nominal;Coupon;ACI;Coupon_date;Coupon_days;Expiration_date
RU000A0JXPU3;Калаш_БП1;101.79;1000;54.35;18.52;24.10.2019;182;21.04.2022
RU000A0JX2S9;КалинОбл16;105.99;1000;26.18;1.44;20.09.2019;91;17.12.2021
RU000A0ZYKU8;КалинОбл17;98.54;1000;19.72;1.73;17.09.2019;91;17.12.2024
RU000A0ZZYL5;Калсб_1P01;100.15;1000;64.82;3.21;16.12.2019;182;11.12.2023
RU000A0ZZSW4;КамчКрай01;103.93;1000;22.56;9.17;19.08.2019;91;11.11.2024
RU000A0ZYAQ7;КарМаниБ1;100.76;1000;14.44;10.71;04.07.2019;31;25.10.2022
RU000A0ZZ1F6;КарМаниБ2;99.72;1000;13.59;5.26;15.07.2019;31;10.05.2023
RU000A0JUWJ8;Карелия_17;103.85;100;3.05;2.25;20.07.2019;91;08.04.2020
RU000A0ZYCZ4;Карелия_18;99.39;1000;19.95;10.52;08.08.2019;91;15.10.2023
RU000A0ZZZV1;Карелия_19;0;1000;21.07;0;25.09.2019;91;24.12.2025
RU000A0JXTH2;КаркадеБ03;102.49;336;11.31;1.74;11.09.2019;91;10.06.2020
RU000A0ZYB40;КемерОбл17;99.25;1000;20.44;0.22;24.09.2019;91;26.09.2024
RU000A0ZZXZ7;КировОбл01;0;1000;21.19;2.79;13.09.2019;91;05.12.2025
RU000A0JVDF4;Кокс_БО-05;0;1000;45.87;31.76;21.08.2019;182;16.08.2023
RU000A0JVZJ9;КонцесВ_01;100;923.08;96.66;54.97;30.11.2019;364;30.11.2030
RU000A0JWGW0;КонцесВ_02;100;923.08;98.96;10.87;15.05.2020;364;17.03.2031
RU000A0JWVB3;КонцесВ_03;0;1000;104.71;75.95;04.10.2019;364;07.04.2031
RU000A0JXP29;КонцесВ_04;100;1000;107.21;18.85;21.04.2020;364;07.06.2031
RU000A0ZYHU4;КонцесВ_05;0;1000;104.71;58.68;03.12.2019;364;10.08.2031
RU000A0JXN62;КонцесТ_01;100;1000;97.23;20.84;07.04.2020;364;06.04.2032
RU000A0ZYH51;КонцесТ_02;100;1000;94.74;54.4;28.11.2019;364;11.11.2032
RU000A0ZZR58;КонцесТ_03;0;1000;105;68.75;30.10.2019;365;31.01.2033
RU000A100EM1;КонцесТ_04;0;1000;115;6.3;05.06.2020;365;01.05.2033
RU000A0JVS10;КрасЯрКр10;101.2;450;14.25;2.35;10.09.2019;91;10.09.2019
RU000A0JVWM0;КрасЯрКр11;101.63;1000;29.17;18.27;30.07.2019;91;29.10.2019
RU000A0JWXF0;КрасЯрКр12;104.44;1000;48.62;14.96;30.10.2019;182;25.10.2023
RU000A0ZYCM2;КрасЯрКр13;98.65;1000;19.57;16.35;11.07.2019;91;03.10.2024
RU000A0ZYFB8;КрасЯрКр14;99.25;1000;19.55;10.31;08.08.2019;91;31.10.2024
RU000A0ZZC48;КрасЯрКр15;98.98;1000;18.84;12.14;28.07.2019;90;26.06.2025
RU000A0ZZM87;КрасЯрКр16;101.7;1000;21.69;1.19;20.09.2019;91;12.09.2025
RU000A0JXYS9;КраснодКр1;102.74;1000;21.44;9.42;16.08.2019;91;09.08.2024
RU000A0ZZ8X4;КраснодКр2;98.69;1000;19.02;4.6;03.09.2019;91;03.06.2025
RU000A0JVZK7;КубнЭн1P01;0;1000;52.06;7.44;29.11.2019;182;21.11.2025
RU000A0JVYK0;КубнЭн1P02;0;1000;62.98;12.46;19.11.2019;182;11.11.2025
RU000A0ZYCD1;Курск35001;98.8;1000;19.85;14.83;19.07.2019;91;12.10.2025
RU000A0ZZCV0;ЛЕГЕНДА1P1;99.98;1000;34.9;29.15;11.07.2019;91;08.07.2021
RU000A0JWU98;ЛСР_БО_1Р1;102.9;1000;26.8;0;25.09.2019;91;22.09.2021
RU000A0JXPM0;ЛСР_БО_1Р2;102.2;1000;24.06;16.66;24.07.2019;91;20.04.2022
RU000A0ZYBV5;ЛСР_БО_1Р3;101.45;1000;22.44;20.96;02.07.2019;91;27.09.2022
RU000A0ZZ8U0;ЛадФин_БО3;96;1000;34.9;4.41;02.12.2019;182;22.05.2028
RU000A0JUYJ4;ЛадьяФ_БО2;100;1000;34.9;10.36;01.11.2019;182;29.10.2021
RU000A0ZYHW0;ЛевенгукБ1;102.49;1000;37.4;9.45;02.09.2019;91;22.11.2027
RU000A0ZZNV7;ЛегионБО-1;101.7;1000;69.81;30.3;07.10.2019;182;04.10.2021
RU000A0JV2J0;ЛенОбл2014;104.47;200;6.41;1.06;10.09.2019;91;07.12.2021
RU000A0JTR72;Лента_1_об;97;1000;0.5;0.31;03.09.2019;182;03.03.2020
RU000A0JTR80;Лента_2_об;102.51;1000;0.5;0.31;03.09.2019;182;03.03.2020
RU000A0JTQB9;Лента_3_об;95.03;1000;0.5;0.33;27.08.2019;182;25.02.2020
RU000A0JXRX3;Лента_Б1P1;102.99;1000;43.38;6.91;26.11.2019;182;26.05.2020
RU000A100782;Лента_Б1P2;101.2;1000;43.13;21.57;25.09.2019;182;14.03.2029
RU000A0JVP05;Лента_БО-3;98.69;1000;36.15;29;01.08.2019;182;24.07.2025
RU000A0JVRN8;Лента_БО-6;103.95;1000;34.9;21.29;05.09.2019;182;28.08.2025
RU000A0JVLM3;ЛенэнерБО5;0;1000;40.89;36.17;17.07.2019;182;09.07.2025
RU000A0JX3A5;ЛидерИнБП1;99.62;1000;44.88;0.25;24.12.2019;182;21.12.2021
RU000A0ZYU39;ЛидерИнБП2;103.5;1000;58.34;40.39;21.08.2019;182;15.02.2023
RU000A0ZZR33;ЛипецкОб10;100.75;1000;21.37;13.38;30.07.2019;91;21.10.2025
RU000A0JTVZ8;ЛипецкОбл8;101;450;8.29;6.2;19.07.2019;91;17.04.2020
RU000A0JWLG3;ЛнССМУБ1P1;102.95;890;26.29;1.73;19.09.2019;91;17.06.2021
RU000A0ZYA66;ЛнССМУБ1P2;100;1000;22.31;2.94;13.09.2019;91;09.09.2022
RU000A0JXLU2;Локосерв_1;100.06;1000;8.68;182.82;20.06.2027;3652;20.06.2027
RU000A0ZZDQ8;ЛомМасБОП2;100.21;1000;44.88;34.03;18.07.2019;91;18.07.2019
RU000A1001K7;ЛомМасБОП3;101.82;1000;42.38;29.81;23.07.2019;91;21.01.2020
RU000A1004R6;ЛомМасБОП4;101.4;1000;41.14;12.66;28.08.2019;91;26.02.2020
RU000A100AM9;ЛомМасБОП5;101.21;1000;41.14;28.03;25.07.2019;91;23.04.2020
RU000A0JNYN1;МГор48-об;95.68;1000;30.08;2.47;11.12.2019;183;11.06.2022
RU000A0JU5W7;МГор69-об;0;1000;37.4;7.4;19.11.2019;182;18.05.2021
RU000A0JVF98;МДС_кл.А1;0;1000;19.95;19.07;30.06.2019;91;10.05.2030
RU000A0JVLA8;МДС_кл.А2;106;1000;18.7;17.88;30.06.2019;91;19.06.2030
RU000A0JVWN8;МЕТАЛИНБ01;106.82;1000;59.09;18.51;29.10.2019;182;21.10.2025
RU000A0JWBF6;МЕТАЛИНБ02;104.7;1000;54.6;27.6;24.09.2019;182;17.03.2026
RU000A0JW5H6;МЕТАЛИНБ07;119.07;1000;59.34;40.75;22.08.2019;182;12.02.2026
RU000A0JWBE9;МЕТАЛИНБ08;104.65;1000;54.6;27.6;24.09.2019;182;17.03.2026
RU000A100B73;МЕТАЛИНБ09;100.02;1000;44.13;14.06;28.10.2019;182;16.04.2029
RU000A0JS5B5;МЕТАЛИНВ_1;77.6;1000;0.05;0.03;09.09.2019;182;07.03.2022
RU000A0JTLJ3;МЕТАЛИНВ_2;99.25;1000;38.15;30.39;02.08.2019;182;27.01.2023
RU000A0JTLL9;МЕТАЛИНВ_3;98.4;1000;38.15;30.39;02.08.2019;182;27.01.2023
RU000A0JS5A7;МЕТАЛИНВ_5;99.99;1000;0.05;0.03;09.09.2019;182;07.03.2022
RU000A0JS5L4;МЕТАЛИНВ_6;83;1000;0.05;0.03;12.09.2019;182;10.03.2022
RU000A0JVA77;МИА_БО-02;90;1000;46.12;26.1;13.09.2019;182;07.03.2025
RU000A0JU898;МКБ_БО-09;101.39;1000;51.67;26.12;25.09.2019;184;25.03.2020
RU000A0JUQQ5;МКБ_БО-10;100.12;1000;42.15;38.89;10.07.2019;181;10.07.2019
RU000A0JUQR3;МКБ_БО-11;100.05;1000;45.37;41.86;10.07.2019;181;10.07.2019
RU000A100FF2;МКБ_П01;99.6;1000;45.12;1.85;11.06.2020;366;11.06.2022
RU000A1001T8;ММЦБ_П01-1;101.8;1000;35.4;0.39;24.09.2019;91;12.01.2029
RU000A0ZZZQ1;МОСМСП1_01;100.75;1000;7.73;7.23;28.06.2019;31;28.03.2034
RU000A0JWN63;МОСТРЕСТ_7;100;1000;57.34;51.04;16.07.2019;182;07.07.2026
RU000A0JWN89;МОСТРЕСТ_8;103.69;1000;55.6;42.77;07.08.2019;182;29.07.2026
RU000A1005H4;МОЭК_БО1P1;101.2;1000;43.13;26.54;04.09.2019;182;26.02.2025
RU000A100AN7;МОЭК_БО1P2;100.7;1000;42.13;14.58;23.10.2019;182;16.04.2025
RU000A0JUUU9;МОЭСК_БО-4;100.05;1000;41.39;22.06;19.09.2019;182;12.09.2024
RU000A0JWJX2;МОЭСК_БО-5;0;1000;41.88;5.06;03.12.2019;182;26.05.2026
RU000A0JWNK1;МОЭСК_БО-6;101.45;1000;48.12;40.45;25.07.2019;182;16.07.2026
RU000A0JXJS0;МОЭСК_БО-9;100.99;1000;45.62;30.33;26.08.2019;182;15.02.2027
RU000A0JXR50;МОЭСК_БО10;101.4;1000;42.63;9.6;14.11.2019;182;06.05.2027
RU000A100AD8;МОЭСКБО1P1;101.15;1000;42.13;14.82;22.10.2019;182;18.10.2022
RU000A0JVYM6;МРСКУр_Б02;0;1000;57.74;11.42;19.11.2019;182;11.11.2025
RU000A0JWR51;МРСКУр_Б05;0;1000;46.47;31.66;23.08.2019;182;14.08.2026
RU000A0JVYL8;МРСКЦенБО4;0;1000;57.74;11.42;19.11.2019;182;11.11.2025
RU000A0JWR44;МРСКЦенБО5;0;1000;46.47;31.66;23.08.2019;182;14.08.2026
RU000A0ZZ1Y7;МРСКЦенБО6;95.67;1000;34.65;14.85;08.10.2019;182;28.03.2028
RU000A0JXVT3;МРСКЮг_БО2;0;1000;23.04;20.76;05.07.2019;91;01.07.2022
RU000A0ZZUR0;МСБЛиз2P01;100.51;884.62;10;2.33;19.07.2019;30;09.05.2021
RU000A100DC4;МСБЛиз2Р02;100.07;1000;10.48;0;26.07.2019;30;30.04.2024
RU000A0JS5R1;МСП_Банк_1;98.96;1000;34.9;18.6;19.09.2019;182;17.03.2022
RU000A0JS603;МСП_Банк_2;99.5;1000;37.4;27.12;15.08.2019;182;11.08.2022
RU000A0JXEV5;МТС_001P-1;102.65;1000;44.88;34.03;09.08.2019;182;04.02.2022
RU000A0JXMH7;МТС_001P-2;101.75;1000;44.13;21.82;26.09.2019;182;25.03.2021
RU000A0ZYFC6;МТС_001P-3;99;1000;38.39;10.13;07.11.2019;182;03.11.2022
RU000A0JR4J2;МТС_08;109.89;1000;39.39;10.82;05.11.2019;182;03.11.2020
RU000A0ZYWX7;МТС_1P-05;98.69;1000;35.4;21.79;04.09.2019;182;01.09.2021
RU000A0ZYWY5;МТС_1P-06;96.5;1000;36.15;22.25;04.09.2019;182;26.02.2025
RU000A100238;МТС_1P-07;103;1000;21.69;13.59;30.07.2019;91;23.01.2024
RU000A100A58;МТС_1P-08;101.5;1000;20.94;14.96;22.07.2019;91;17.10.2022
RU000A100A66;МТС_1P-09;103;1000;21.44;15.32;22.07.2019;91;14.10.2024
RU000A0JTTA5;МТС_БО-01;99.54;1000;34.16;17.08;25.09.2019;182;22.03.2023
RU000A0JWRV9;МТС_БО-02;103.09;1000;39.14;25.16;30.08.2019;182;15.08.2031
RU000A0JY031;МФ_МарЭл17;102.29;1000;21.44;6.6;28.08.2019;91;21.08.2024
RU000A1002U4;Магнит3Р01;102;1000;43.38;33.61;06.08.2019;182;01.02.2022
RU000A1004G9;Магнит3Р02;102.52;1000;42.38;27.95;27.08.2019;182;23.02.2021
RU000A0ZYJX4;МаниМенБ1;99.92;1000;34.9;7.29;06.09.2019;91;04.12.2020
RU000A0ZYL48;МгдОбл2017;99.3;1000;19.95;1.53;18.09.2019;91;25.12.2022
RU000A0JWKA8;МегафнБ1P2;106.2;1000;24.68;5.15;06.09.2019;91;29.05.2026
RU000A0ZYC98;МегафнБ1P3;100;1000;39.14;16.99;07.10.2019;182;03.10.2022
RU000A0ZYTM6;Мегафон1P4;99.25;1000;35.9;25.25;19.08.2019;182;15.02.2021
RU000A1002P4;Мегафон1P5;102.73;1000;42.63;33.26;05.08.2019;182;31.01.2022
RU000A1006G4;Мегафон1P6;103.7;1000;44.38;24.38;16.09.2019;182;11.03.2024
RU000A1006H2;Мегафон2P1;0;1000;44.38;24.38;16.09.2019;182;11.03.2024
RU000A1009A1;Мегафон2P2;0;1000;44.38;17.56;14.10.2019;182;06.04.2026
RU000A0JXT58;МежИнБ01P1;100.05;1000;43.63;25.65;09.09.2019;182;01.03.2027
RU000A0JUG56;МежИнБанк1;99.98;1000;0.05;0.02;22.10.2019;182;16.04.2024
RU000A0JUG72;МежИнБанк2;100;1000;0.05;0.02;23.10.2019;182;16.04.2025
RU000A0JUG80;МежИнБанк3;99.9;1000;0.05;0.01;26.11.2019;182;19.11.2024
RU000A0JUG98;МежИнБанк4;100.49;1000;40.64;9.15;14.11.2019;182;06.11.2025
RU000A0JTD37;Меркурий-1;20.01;1000;0;0;;0;28.11.2019
RU000A0JVF56;МетИнвБ_Б2;96.76;1000;37.4;6.99;21.11.2019;182;21.05.2020
RU000A0ZZL05;МетИнвБ_Б3;100.02;1000;37.4;21.99;09.09.2019;182;04.09.2023
RU000A0JVE40;МетЭнМонт1;100.08;1000;49.86;13.15;07.11.2019;182;07.05.2020
RU000A0JQ8V9;Мечел__4об;100;450;11.92;9.04;18.07.2019;91;15.07.2021
RU000A0JR0K8;Мечел_13об;100.85;400;23.68;15.62;27.08.2019;182;25.02.2020
RU000A0JR0J0;Мечел_14об;100.75;400;23.68;15.62;27.08.2019;182;25.02.2020
RU000A0JR8L9;Мечел_15об;105;1000;39.89;29.37;13.08.2019;182;09.02.2021
RU000A0JR8P0;Мечел_16об;97.7;1000;39.89;29.37;13.08.2019;182;09.02.2021
RU000A0JRJS2;Мечел_17об;97.98;400;19.4;3.07;28.11.2019;182;27.05.2021
RU000A0JRJT0;Мечел_18об;97.98;400;19.4;3.07;28.11.2019;182;27.05.2021
RU000A0JRJY0;Мечел_19об;97.99;400;19.4;2.5;03.12.2019;182;01.06.2021
RU000A100GK0;МигКр_01МС;100.46;1000;10.96;0.88;19.07.2019;25;19.06.2022
RU000A0JWF22;МиратФБО-6;100.75;1000;45.87;15.38;25.10.2019;182;23.04.2021
RU000A0JWRH8;МиратФБО-7;0;1000;54.85;36.16;27.08.2019;182;24.08.2021
RU000A0JVV49;Мордовия02;103.47;600;20.57;15.82;17.07.2019;91;14.10.2020
RU000A0JWSQ7;Мордовия03;103.6;1000;29.17;6.09;06.09.2019;91;03.09.2021
RU000A0JX0B9;МосОбл2016;105.05;1000;24.06;7.67;27.08.2019;91;21.11.2023
RU000A0ZYML3;МосОбл2017;99.5;1000;18.7;18.49;27.06.2019;91;22.12.2022
RU000A0ZZAE0;МясничБОП1;100.4;1000;11.1;3.7;16.07.2019;30;10.06.2020
RU000A0ZZGZ2;МясничБОП2;100.5;1000;11.1;3.7;16.07.2019;30;04.08.2021
RU000A1006B5;МясничБОП3;100.09;1000;11.1;4.81;13.07.2019;30;17.02.2024
RU000A0ZYF61;НАО_2017;99.36;900;17.5;9.23;08.08.2019;91;07.11.2024
RU000A1004Z9;НЗРМ_БО-П1;100.93;10000;123.29;110.96;29.06.2019;30;12.08.2022
RU000A0ZZZ17;НКНХ_1Р-01;105.75;1000;48.62;1.6;19.12.2019;182;07.12.2028
RU000A0ZYJ00;ННовгор_17;99.5;1000;20.19;4.88;03.09.2019;91;05.12.2022
RU000A0ZYTZ8;НПК_ПБО-01;98.19;1000;36.15;25.23;20.08.2019;182;14.02.2023
RU000A1004A2;НПК_ПБО-02;100.75;1000;43.88;30.14;22.08.2019;182;15.02.2024
RU000A0JQ5C5;НПФ_01;0;1000;1000.55;507.12;06.05.2029;7304;06.05.2029
RU000A100303;НафттрнБО1;100.68;10000;110.96;73.97;06.07.2019;30;11.01.2024
RU000A0JVS93;НацКап_Б08;100;1000;49.86;27.12;17.09.2019;182;15.09.2020
RU000A0JVH05;НацСтдБО-1;100;1000;2.51;0.21;11.12.2019;183;11.06.2020
RU000A0JU0U2;НацСтдБО-2;100;1000;42.15;37.03;18.07.2019;181;18.07.2023
RU000A0JQYU9;НефГазХол3;99.97;1000;0.05;0.04;23.07.2019;182;21.07.2020
RU000A0JRJV6;НефГазХол4;92.2;1000;49.86;6.03;03.12.2019;182;01.06.2021
RU000A0JRK22;НефГазХол6;92.08;1000;49.86;5.21;06.12.2019;182;04.06.2021
RU000A0JVPR3;НижгорОб10;103.99;600;19.67;6.7;25.08.2019;91;23.08.2020
RU000A0JWLD0;НижгорОб11;105.5;1000;25.55;19.66;17.07.2019;91;22.06.2023
RU000A0ZYDQ1;НижгорОб12;100.48;1000;20.19;14.42;22.07.2019;91;23.10.2022
RU000A0ZZUT6;НижгорОб13;102.49;1000;21.64;8.09;22.08.2019;91;24.05.2024
RU000A0JU3B6;НижгорОбл9;100.44;350;13.73;9.66;19.08.2019;182;26.08.2020
RU000A0JVJ45;НовикомБО5;100.95;1000;39.39;2.6;13.12.2019;182;12.06.2020
RU000A0ZZPB4;Новосиб_19;102.92;1000;21.37;15.5;21.07.2019;91;15.10.2023
RU000A0JU1T2;Новсиб_6об;102.23;250;5.2;3.6;24.07.2019;91;22.07.2020
RU000A0JVUD3;Новсиб_7об;109.92;550;18.05;17.85;27.06.2019;91;10.10.2022
RU000A0JWHW8;Новсиб_8об;104.26;900;23.45;18.04;17.07.2019;91;28.05.2026
RU000A0ZYH93;Новсиб_9об;100.51;1000;19.36;13.76;22.07.2019;90;27.11.2027
RU000A0JUR46;Новсиб2014;101.15;250;7.11;5.78;13.07.2019;91;08.10.2019
RU000A0JWUV3;Новсиб2016;108;1000;22.26;17.13;17.07.2019;91;03.10.2021
RU000A0ZYBD3;Новсиб2017;100.5;1000;19.57;14.84;18.07.2019;91;27.09.2022
RU000A0JW5C7;НорНик_БО5;111.72;1000;57.84;41.63;16.08.2019;182;06.02.2026
RU000A0JUZN3;НоябрПГЭ01;0;1000;42.38;10.01;12.11.2019;182;10.11.2020
RU000A1009Z8;О'КЕЙ_Б1Р2;100.8;1000;23.31;17.42;19.07.2019;91;06.04.2029
RU000A0JXQH8;О'КЕЙ-Б01Р;101.7;1000;23.81;14.39;01.08.2019;91;29.04.2021
RU000A0JVD17;О'КЕЙ-Б05;102.94;1000;52.36;18.41;22.10.2019;182;21.04.2020
RU000A0JWCK4;О'КЕЙ-Б06;101.05;1000;48.12;20.62;08.10.2019;182;06.04.2021
RU000A0JRA65;ОАК1;100;1000;39.89;24.77;03.09.2019;182;17.03.2020
RU000A0ZZWJ3;ОАЭ__БО-П1;100.1;1000;11.3;8.66;03.07.2019;30;12.02.2023
RU000A0ZZYP6;ОАЭ__БО-П2;100.16;1000;11.3;3.77;16.07.2019;30;25.02.2023
RU000A100CG7;ОАЭ__БО-П3;100.04;1000;11.68;2.26;21.07.2019;31;22.05.2024
RU000A0JUU25;ОВК_Фин_Б1;102;1000;61.08;35.58;10.09.2019;182;10.09.2019
RU000A0JUBD5;ОВК_Фин01;99;1000;49.36;7.59;27.11.2019;182;24.11.2021
RU000A0ZZ1H2;ОГК-2_1P3R;99;1000;34.65;15.61;04.10.2019;182;31.03.2023
RU000A0JVYN4;ОГК2_Б1P1R;98.8;1000;34.65;6.85;19.11.2019;182;17.11.2020
RU000A0JVYP9;ОГК2_Б1P2R;98.8;1000;34.65;6.85;19.11.2019;182;17.11.2020
RU000A0JWK74;ОДК_01;109.72;1000;53.6;5.6;06.12.2019;182;10.06.2026
RU000A0JWDA3;ОДК_02;101.79;1000;43.88;18.56;09.10.2019;182;17.04.2023
RU000A0JWDB1;ОДК_03;0;1000;57.34;1.58;20.12.2019;182;26.06.2024
RU000A0JWDC9;ОДК_04;0;1000;39.89;16.44;11.10.2019;182;24.04.2020
RU000A0JTV50;ОбКонФ_БО1;100.23;1000;39.89;17.32;07.10.2019;182;03.04.2023
RU000A0JXVY3;ОбувьрусБ1;100.09;1000;74.79;66.16;17.07.2019;182;15.07.2020
RU000A0JX8E6;ОбувьрусБ7;0;2000000;68810.96;46882.19;25.07.2019;91;20.01.2022
RU000A0JWWQ9;ОмскАдм_2;100.99;400;9.87;6.94;23.07.2019;91;26.10.2019
RU000A0JUX89;ОмскОб2014;101.64;200;6.13;4.79;16.07.2019;91;15.10.2019
RU000A0JWX87;ОмскОб2016;102.99;1000;23.19;14.52;30.07.2019;91;01.11.2021
RU000A100CT0;ОнлМкфн01;99.98;1000;38.64;14.44;22.08.2019;91;19.05.2022
RU000A0JUPE3;Оренб35002;103.97;150;4.11;0.41;16.09.2019;91;14.06.2021
RU000A0JVM81;Оренб35003;120.74;1000;34.9;29.15;11.07.2019;91;03.07.2025
RU000A0ZYKH5;Оренб35004;100.24;1000;20.39;2.91;12.09.2019;91;02.12.2027
RU000A0ZYGM3;ОрлОбл2017;99.9;1000;20.69;20.47;27.06.2019;91;26.11.2022
RU000A0JU872;ОткрФКБ9;99.69;1000;40.33;12.49;31.10.2019;184;11.11.2023
RU000A0JU0N7;ОткрФКББ02;54.55;1000;0.05;0.03;24.09.2019;184;24.09.2025
RU000A0JRZ74;ОткрФКББ03;56.89;1000;0.05;0.04;16.07.2019;181;16.07.2025
RU000A0JUFP0;ОткрФКББ04;96.76;1000;0.05;0.04;09.08.2019;182;07.02.2020
RU000A0JV1D5;ОткрФКББ05;87.43;1000;0.05;0.01;04.12.2019;182;02.12.2020
RU000A0JV5R6;ОткрФКББ06;86.9;1000;0.05;0.04;22.07.2019;182;18.01.2021
RU000A0JV573;ОткрФКББ07;80.25;1000;0.05;0.04;18.07.2019;182;13.01.2022
RU000A0JUFQ8;ОткрФКББ08;93.21;1000;0.5;0.24;27.09.2019;182;26.03.2021
RU000A0JVBN2;ОткрФКББ09;92.13;1000;0.5;0.24;27.09.2019;182;26.03.2021
RU000A0JVFS2;ОткрФКББ10;83;1000;0.05;0.01;04.12.2019;182;02.06.2021
RU000A0JVFX2;ОткрФКББ11;84;1000;0.05;0.01;04.12.2019;182;02.06.2021
RU000A0JVGJ9;ОткрФКББ12;80.67;1000;0.05;0.01;04.12.2019;182;02.06.2021
RU000A0JVGK7;ОткрФКББ13;83.6;1000;0.05;0.01;04.12.2019;182;02.06.2021
RU000A0JVBS1;ОткрФКББ14;84.73;1000;0.05;0.01;27.11.2019;182;26.05.2021
RU000A0JV3L4;ОткрФКББ4;100.4;1000;84.4;0.28;25.04.2020;305;04.05.2023
RU000A0JV5U0;ОткрФКББ7;87;1000;0.05;0.04;22.07.2019;182;18.01.2021
RU000A0JXTN0;ОткрФКББП3;103.44;1000;121.83;3;17.06.2020;366;17.06.2020
RU000A100EW0;ОткрФКБИО1;0;1000;0.1;0;05.06.2020;365;05.06.2022
RU000A0JVC59;ОткрФКБОП1;101.66;1000;100.72;21.58;07.04.2020;364;16.04.2023
RU000A0JVC67;ОткрФКБОП2;95.7;1000;0.05;0.02;08.10.2019;182;07.04.2020
RU000A0JXLR8;ОткрФКБОП3;101.5;1000;50.92;24.35;30.09.2019;184;10.04.2023
RU000A0JS264;ОткрХОЛ_2;0.01;1000;298.43;239.85;19.12.2019;910;10.12.2026
RU000A0JT3J2;ОткрХОЛ_3;1.7;1000;240.36;186.07;27.12.2019;819;17.09.2027
RU000A0JTH82;ОткрХОЛ_4;8;1000;269.81;211.84;18.12.2019;819;08.12.2027
RU000A0JTX09;ОткрХОЛ_5;0.01;1000;281.63;235.99;05.11.2019;819;25.04.2028
RU000A0JU2N3;ОткрХОЛ_6;0.01;1000;257.99;215.55;07.11.2019;819;27.07.2028
RU000A0JVPJ0;ОткрХОЛБО1;0.01;1000;305.06;226.8;11.02.2020;910;05.08.2025
RU000A0JVDR9;ОткрХОЛБО2;0.01;1000;298.43;256.16;31.10.2019;910;20.04.2028
RU000A0JURM2;ОткрХОЛБО3;1.51;1000;305.06;233.6;22.01.2020;910;14.07.2027
RU000A0JUWV3;ОткрХОЛБО4;17.88;1000;311.89;275.01;10.10.2019;910;30.09.2027
RU000A0JVP21;ОткрХОЛБО5;9.9;1000;305.06;230.88;30.01.2020;910;20.07.2028
RU000A0JWX46;ОткрХОЛБО6;0;1000;270.93;230.69;25.10.2019;819;03.10.2036
RU000A0JXTG4;ОткрХОЛБП1;39.76;1000;269.81;214.16;11.12.2019;819;26.05.2032
RU000A0JXYE9;ОткрХОЛБП2;0;1000;305.06;229.52;03.02.2020;910;23.07.2029
RU000A0JXYG4;ОткрХОЛБП3;0;1000;305.06;229.52;03.02.2020;910;23.07.2029
RU000A0JXYH2;ОткрХОЛБП4;0;1000;305.06;229.52;03.02.2020;910;22.07.2030
RU000A0JVW22;ПГК_02;106.85;1000;59.84;20.71;23.10.2019;182;15.10.2025
RU000A0JVWT5;ПГК_03;110.3;1000;58.84;17.78;31.10.2019;182;23.10.2025
RU000A0JVRL2;ПЕРЕСВ_БП1;19;1000;91.55;9.19;15.08.2035;6552;15.08.2035
RU000A0JVVL4;ПЕРЕСВ_БП2;18.49;1000;94.09;11.09;28.09.2035;6734;28.09.2035
RU000A0JVXX5;ПЕРЕСВ_БП3;0;1000;94.09;10.83;19.10.2035;6734;19.10.2035
RU000A0JWM15;ПЕРЕСВ_БП5;20.95;1000;96.63;10.17;04.06.2036;6916;04.06.2036
RU000A0JXGV0;ПЕРЕСВ_С01;8.26;329;25.17;0;14.02.2032;5478;14.02.2032
RU000A0JUT85;ПЕРЕСВЕТБ2;78.36;1000;87.58;10.48;04.08.2034;6268;04.08.2034
RU000A0JVM32;ПЕРЕСВЕТБ3;21.93;1000;92.72;11.09;21.06.2035;6636;21.06.2035
RU000A0JWP38;ПИК_БО-1;100.54;1000;64.82;37.04;12.09.2019;182;03.09.2026
RU000A0JWSU9;ПИК_БО-2;0;1000;64.82;37.04;12.09.2019;182;03.09.2026
RU000A0JWSV7;ПИК_БО-3;0;1000;64.82;37.04;12.09.2019;182;03.09.2026
RU000A0JWP46;ПИК_БО-7;100.35;1000;64.82;51.64;02.08.2019;182;24.07.2026
RU000A0JXK40;ПИК_БО-П01;102.85;1000;64.82;41.67;30.08.2019;182;25.02.2022
RU000A0JXQ93;ПИК_БО-П02;103.89;1000;28.05;18.8;26.07.2019;91;22.04.2022
RU000A0JXY44;ПИК_БО-П03;105.73;1000;26.8;15.9;02.08.2019;91;29.07.2022
RU000A0ZZ1M2;ПИК_БО-П04;0;1000;41.14;18.53;04.10.2019;182;24.03.2028
RU000A0ZZAW2;ПИК_БО-П06;100.5;1000;44.63;0;25.12.2019;182;23.06.2021
RU000A0ZZBJ7;ПИК_БО-П07;99;1000;43.38;42.9;28.06.2019;182;25.06.2021
RU000A0JWWG0;ПКБ_БО-01;96.1;1000;37.4;27.95;19.07.2019;91;15.10.2021
RU000A0JW0S4;ПКТ_01;106.82;1000;65.32;2.87;17.12.2019;182;09.12.2025
RU000A0JW5E3;ПКТ_02;106.3;1000;65.32;47.02;16.08.2019;182;06.02.2026
RU000A0JWBP5;ПКТ_03;105.99;1000;62.33;31.16;25.09.2019;182;18.03.2026
RU000A0ZZFP5;ПР-Лиз_1P1;100.8;1000;32.41;17.45;07.08.2019;91;04.08.2021
