ISIN;Name;Price;Nominal;Coupon;ACI;Coupon_date;Coupon_days;Expiration_date
RU000A0JU7Y9;ГПБ_БО-07;95.03;1000;42.12;14.96;22.10.2019;183;22.10.2023
RU000A0JUMH3;ГПБ_БО-08;99.85;1000;39.52;7.3;23.11.2019;184;23.05.2024
RU000A0JUQ39;ГПБ_БО-09;101.96;1000;40.79;40.56;27.06.2019;182;27.06.2024
RU000A0JUV08;ГПБ_БО-10;98.27;1000;39.82;19.91;26.09.2019;184;26.09.2024
RU000A0JWTK8;ГПБ_БО-11;99.75;1000;31.76;16.57;22.09.2019;184;22.09.2019
RU000A0JX0P9;ГПБ_БО-12;100.45;1000;41.61;5.46;02.12.2019;183;02.12.2019
RU000A0JXTF6;ГПБ_БО-13;100.74;1000;43.37;2.84;14.12.2019;183;14.06.2020
RU000A0ZYAE3;ГПБ_БО-14;100.85;1000;42.35;22.78;19.09.2019;184;19.09.2020
RU000A0ZYHK5;ГПБ_БО-15;100.1;1000;40.11;5.48;01.12.2019;183;01.12.2020
RU000A0JXP45;ГПБ_БО-16;101.5;1000;45.88;17.3;18.10.2019;183;18.04.2024
RU000A0ZYEE5;ГПБ_БО-17;100.3;1000;40.33;12.49;31.10.2019;184;31.10.2024
RU000A0ZYRX7;ГПБ_БО-18;98.8;1000;36.94;27.35;12.08.2019;181;12.02.2023
RU000A0ZYRY5;ГПБ_БО-19;98.21;1000;36.94;27.35;12.08.2019;181;12.02.2023
RU000A0JXHQ8;ГПБ_БО-23;101.45;1000;46.37;32.28;20.08.2019;181;20.02.2020
RU000A0ZYB73;ГПБ_БО-24;101.45;1000;42.35;21.17;26.09.2019;184;26.09.2020
RU000A0ZYM05;ГПБ_БО-25;100.2;1000;40.11;0;26.12.2019;183;26.12.2020
RU000A0ZZXM5;ГПБ001P03P;102.25;1000;44.87;3.19;13.12.2019;183;13.06.2022
RU000A100AF3;ГПБ001P09P;101.79;1000;43.62;15.25;23.10.2019;183;23.04.2022
RU000A100DX0;ГПБ001P10P;0;1000;42.35;6.44;29.11.2019;184;29.11.2021
RU000A0ZZRC8;ГПБ002P-02;95;1000;0.1;0;30.10.2019;365;30.10.2019
RU000A0ZZXJ1;ГПБ002P-03;100;1000;0.15;0;26.06.2020;547;26.06.2020
RU000A100253;ГПБ002P-04;93.62;1000;0.1;0;11.02.2020;365;11.02.2020
RU000A100261;ГПБ002P-05;93;1000;0.1;0;11.02.2020;365;11.02.2020
RU000A100543;ГПБ002P-06;100.5;1000;0.05;0;16.09.2019;182;16.09.2019
RU000A100550;ГПБ002P-07;0;1000;0.1;0;17.03.2020;365;17.03.2020
RU000A1009G8;ГПБ002P-08;0;1000;0.2;0;25.04.2021;730;25.04.2021
RU000A0JXM22;ГПБАэро_02;104;958.34;46.21;22.6;27.09.2019;182;15.03.2030
RU000A0JV433;ГСС_БО-04;94.41;1000;0.5;0;24.12.2019;182;24.12.2019
RU000A0JVF64;ГСС_БО-05;100.19;1000;47.12;8.8;21.11.2019;182;21.05.2020
RU000A0JWTV5;ГТЛК_1P-01;101.5;631;13.59;0.75;20.09.2019;91;05.09.2031
RU000A0JX199;ГТЛК_1P-02;101.5;793.6;17.81;3.13;09.09.2019;91;24.11.2031
RU000A0JXE06;ГТЛК_1P-03;109.56;1000;27.42;14.47;08.08.2019;91;22.01.2032
RU000A0JXPG2;ГТЛК_1P-04;105.1;1000;24.56;17.27;23.07.2019;91;06.04.2032
RU000A0JY023;ГТЛК_1P-05;101.605;955;11.67;224.46;28.08.2019;91;21.08.2024
RU000A0ZYAP9;ГТЛК_1P-06;103;892.5;20.58;1.58;18.09.2019;91;01.09.2032
RU000A0ZYNY4;ГТЛК_1P-07;98.5;1000;21.19;15.84;19.07.2019;91;31.12.2032
RU000A0ZYR91;ГТЛК_1P-08;97.95;1000;20.94;11.51;06.08.2019;91;18.01.2033
RU000A0ZZ1J8;ГТЛК_1P-09;96.33;1000;18.32;16.51;05.07.2019;91;18.03.2033
RU000A0ZZ984;ГТЛК_1P-10;97.6;1000;20.94;4.37;06.09.2019;91;20.05.2033
RU000A0ZZV11;ГТЛК_1P-12;103.5;1000;24.68;8.95;23.08.2019;91;04.11.2033
RU000A1003A4;ГТЛК_1P-13;103.2;1000;23.68;12.23;09.08.2019;91;20.01.2034
RU000A100FE5;ГТЛК_1P-14;101.75;1000;22.06;3.15;12.09.2019;91;25.05.2034
RU000A0JV375;ГТЛК_БО-03;0;1000;27.18;2.39;17.09.2019;91;10.12.2024
RU000A0JVA10;ГТЛК_БО-04;100.02;1000;22.19;3.17;12.09.2019;91;06.03.2025
RU000A0JVWD9;ГТЛК_БО-05;109;1000;27.42;18.38;26.07.2019;91;17.10.2025
RU000A0JVWJ6;ГТЛК_БО-06;101.7;1000;23.64;15.06;29.07.2019;91;20.10.2025
RU000A0JW1P8;ГТЛК_БО-07;100;1000;20.32;0.22;24.09.2019;91;16.12.2025
RU000A0JWST1;ГТЛК_БО-08;105.38;1000;55.35;32.24;10.09.2019;182;01.09.2026
RU000A0JXNF9;Газпнф1P1R;101.8;1000;43.38;18.35;09.10.2019;182;06.04.2022
RU000A0JXYL4;Газпнф1P2R;0;1000;41.14;31.87;06.08.2019;182;30.07.2024
RU000A0ZYDS7;Газпнф1P3R;100.33;1000;39.14;13.98;21.10.2019;182;17.10.2022
RU000A0ZYLC4;Газпнф1P4R;98.71;1000;38.39;1.27;19.12.2019;182;12.12.2024
RU000A0ZYLQ4;Газпнф1P5R;100.5;1000;38.39;0.42;23.12.2019;182;16.12.2024
RU000A0ZYXV9;Газпнф1P6R;97.1;1000;35.9;20.52;12.09.2019;182;07.03.2024
RU000A0JR878;Газпрнеф10;100.4;1000;37.9;30.82;30.07.2019;182;26.01.2021
RU000A0JWRE5;ГазпрнефБ1;102.85;1000;46.87;30.9;27.08.2019;182;24.07.2046
RU000A0JWK41;ГазпрнефБ3;100.15;1000;38.64;4.25;05.12.2019;182;03.05.2046
RU000A0JWRF2;ГазпрнефБ4;102.77;1000;46.87;30.9;27.08.2019;182;24.07.2046
RU000A0JUAN6;ГазпромБ19;0;1000;30.92;5.95;20.11.2019;182;21.10.2043
RU000A0JUAP1;ГазпромБ20;0;1000;30.92;5.95;20.11.2019;182;21.10.2043
RU000A0ZZES2;ГазпромБ22;100.84;1000;40.39;32.84;30.07.2019;182;23.06.2048
RU000A0ZZET0;ГазпромБ23;100.65;1000;40.39;32.84;30.07.2019;182;23.06.2048
RU000A0ZZER4;ГазпромБО7;0;1000;40.39;32.84;30.07.2019;182;12.07.2033
RU000A100EX8;ГазпромКP1;100.8;1000;39.84;4.38;05.12.2019;182;02.06.2022
RU000A0ZYUV5;ГазпромКБ1;96.75;1000;35.65;23.51;27.08.2019;182;15.02.2028
RU000A0ZYUW3;ГазпромКБ2;96.35;1000;35.65;23.51;27.08.2019;182;15.02.2028
RU000A0ZYUY9;ГазпромКБ3;94.76;1000;35.65;23.51;27.08.2019;182;15.02.2028
RU000A0ZYV04;ГазпромКБ4;96.85;1000;35.65;23.51;27.08.2019;182;15.02.2028
RU000A0JXFS8;ГазпромКБ5;104;1000;44.38;32.43;14.08.2019;182;03.02.2027
RU000A0JXFY6;ГазпромКБ6;105.35;1000;44.38;32.43;14.08.2019;182;03.02.2027
RU000A0ZZJZ6;ГарИнв1P04;100;1000;59.84;39.12;28.08.2019;182;26.08.2020
RU000A1005T9;ГарИнв1P05;100;1000;29.92;26.96;05.07.2019;91;05.04.2024
RU000A0ZYJ26;ГарСтрой01;99.2;1000;49.86;6.03;03.12.2019;182;29.11.2022
RU000A0JU807;ГеотекС_1;99.75;550;14.74;11.34;17.07.2019;91;16.10.2019
RU000A0JR4U9;ГлДорога_3;85.29;1000;39.89;24.77;11.11.2019;364;30.10.2028
RU000A0JTFB2;ГлДорога_6;84.9;1000;39.89;22.25;04.12.2019;364;22.11.2028
RU000A0JTB96;ГлДорога_7;89.99;1000;39.89;24.66;12.11.2019;364;30.10.2029
RU000A0ZZ0R3;ГрузЦ_БОП1;105.13;50000;698.63;0;26.07.2019;30;22.03.2020
RU000A0ZZV03;ГрузЦ_БОП2;106.5;10000;123.29;20.55;21.07.2019;30;12.11.2020
RU000A100FY3;ГрузЦ_БОП3;103.5;10000;123.29;28.77;19.07.2019;30;03.06.2022
RU000A0ZZ7R8;ДДёнерБОП1;102.6;50000;575.34;134.25;19.07.2019;30;08.07.2021
RU000A0ZYVY7;ДОК-15_БО1;100.02;1000;34.65;8.76;02.09.2019;91;21.02.2028
RU000A0ZZ1N0;ДОМ_1P-3R;99.02;1000;39.89;17.97;04.10.2019;182;24.03.2028
RU000A0ZZ7C0;ДОМ_1P-4R;100.1;1000;39.39;1.52;18.12.2019;182;10.05.2028
RU000A1004W6;ДОМ_1P-5R;100.4;1000;41.64;26.77;30.08.2019;182;16.02.2029
RU000A100ET6;ДОМ_1P-6R;100.07;1000;39.39;4.33;05.12.2019;182;12.05.2039
RU000A0JX2R1;ДОМ.РФ_Б-5;100.97;1000;23.31;1.28;20.09.2019;91;22.12.2049
RU000A0ZYF20;ДОМ.РФ_Б-6;100.47;1000;19.95;10.74;07.08.2019;91;07.11.2050
RU000A0ZYF38;ДОМ.РФ_Б-7;100.06;1000;19.95;10.74;07.08.2019;91;07.11.2050
RU000A0ZYFM5;ДОМ.РФ_Б-8;100;1000;20.44;9.66;13.08.2019;91;13.11.2050
RU000A0ZYAR5;ДОМ.РФ_Б-9;99.85;1000;19.7;1.3;19.09.2019;91;17.09.2020
RU000A0ZYFN3;ДОМ.РФ_Б10;100;1000;20.44;9.66;13.08.2019;91;13.11.2050
RU000A0JQAL8;ДОМ.РФ14об;107.7;1000;51.67;11.79;15.11.2019;184;15.05.2023
RU000A0JQAM6;ДОМ.РФ15об;114.3;1000;51.67;28.92;15.09.2019;184;15.09.2028
RU000A0JQXG0;ДОМ.РФ16об;100.3;600;12.48;1.49;15.09.2019;92;15.09.2021
RU000A0JR5F7;ДОМ.РФ17об;102;600;13.54;10.71;15.07.2019;91;15.04.2022
RU000A0JRDY3;ДОМ.РФ18об;101;1000;16.7;13.22;15.07.2019;91;15.07.2023
RU000A0ZYLU6;ДОМ.РФ1P1R;100.01;1000;19.45;0.43;23.09.2019;91;13.12.2027
RU000A0ZYQU5;ДОМ.РФ1P2R;100.55;1000;41.14;32.77;02.08.2019;182;21.01.2028
RU000A0JR6S8;ДОМ.РФ20об;102.95;1000;21.68;2.59;15.09.2019;92;15.12.2027
RU000A0JS488;ДОМ.РФ21об;100.85;150;3.33;1.52;15.08.2019;92;15.02.2020
RU000A0JTDX1;ДОМ.РФ24об;99.5;1000;19.53;11.89;01.08.2019;92;01.11.2022
RU000A0JTW83;ДОМ.РФ25об;99.95;1000;19.32;18.26;01.07.2019;91;01.10.2026
RU000A0JTZF1;ДОМ.РФ26об;116.05;1000;38.56;23.47;01.08.2019;92;01.11.2029
RU000A0JUKX4;ДОМ.РФ30об;101;1000;20.92;5.68;01.09.2019;92;01.03.2033
RU000A0JV4R9;ДОМ.РФ31об;99.97;1000;38.68;30.99;01.08.2019;181;01.02.2034
RU000A0JXRM6;ДОМРФИА_01;0;632.09;0;0;28.06.2019;92;28.09.2049
RU000A0JXS26;ДОМРФИА_02;105.58;545.43;0;0;28.06.2019;92;28.03.2041
RU000A0ZYLX0;ДОМРФИА_03;109.5;560.35;0;0;28.07.2019;91;28.10.2037
RU000A0ZYL89;ДОМРФИА_04;0;455.31;0;0;28.07.2019;91;28.04.2042
RU000A0JX3M0;ДОМРФИА_1P;111;423.59;0;0;28.06.2019;92;28.12.2039
RU000A0ZYJT2;ДОМРФИА_2P;105.7;482.56;13.84;8.97;28.07.2019;91;28.04.2046
RU000A0ZYM21;ДФФ_1Р-01;98.29;1000;40.39;0.22;24.12.2019;182;20.12.2022
RU000A0JXVG0;ДелПорт1P1;102.3;1000;46.87;43.52;09.07.2019;182;05.07.2022
RU000A0ZZ2A5;ДелПорт1P2;96.36;1000;33.66;901.58;08.10.2019;182;01.04.2025
RU000A0JVZB6;ДелоПортс1;98;1000;0.05;0.01;22.11.2019;182;14.11.2025
RU000A0ZYU54;ДерПлат1P1;100;1000;49.86;34.52;21.08.2019;182;15.02.2023
RU000A0ZZNL8;ДерПлат1P2;100;1000;49.86;9.32;21.11.2019;182;18.05.2023
RU000A0ZZS73;ДерПлат1P3;100;1000;49.86;9.32;21.11.2019;182;18.05.2023
RU000A0JWB59;Держава_03;100.02;1000;74.79;39.45;20.09.2019;182;12.09.2025
RU000A0JU0B2;ДержаваБ01;99.5;1000;22.44;18.99;10.07.2019;91;10.07.2023
RU000A0JXMZ9;ДетМир_Б-4;101;1000;47.37;21.34;04.10.2019;182;29.03.2024
RU000A1009B9;ДетМир_БО7;102.1;1000;44.38;17.56;14.10.2019;182;06.04.2026
RU000A0ZZKW1;ДиалексП01;99.98;4000000;256438.36;160986.3;01.09.2019;180;21.08.2021
RU000A0JVCL4;ДиджИнв_01;0.14;1000;39.14;0;22.10.2019;182;21.04.2020
RU000A0JVW55;ДиджИнвБ01;0.12;1000;39.14;0;24.10.2019;182;22.10.2020
RU000A0JVX62;ДиджИнвБ02;0.12;1000;39.14;0;05.11.2019;182;03.11.2020
RU000A0JW8X7;ДиджИнвБ03;0.13;1000;39.14;0;09.09.2019;182;08.03.2021
RU000A0JWCP3;ДиджИнвБ04;0.14;1000;39.14;0;09.10.2019;182;07.04.2021
RU000A0JWCU3;ДиджИнвБ05;0.12;1000;39.14;0;10.10.2019;182;08.04.2021
RU000A0JWD65;ДиджИнвБ06;0.11;1000;39.14;0;11.10.2019;182;09.04.2021
RU000A0JWD73;ДиджИнвБ07;0.11;1000;39.14;0;11.10.2019;182;09.04.2021
RU000A0ZYE96;ДрктЛиз1P1;101;1000;37.4;25.48;25.07.2019;91;22.10.2020
RU000A0ZZ0D3;ДрктЛиз1P2;97.15;1000;32.41;32.05;27.06.2019;91;25.03.2021
RU000A0ZZR90;ДрктЛиз1P3;99.66;1000;34.9;21.86;30.07.2019;91;26.10.2021
RU000A0ZZDB0;ЕАБР_1Р-01;99.8;1000;37.9;32.27;23.07.2019;182;11.07.2028
RU000A0ZZRR6;ЕАБР_1Р-02;101;1000;44.38;11.46;08.11.2019;182;07.05.2021
RU000A1004X4;ЕАБР_1Р-03;100.7;1000;42.88;24.98;10.09.2019;182;09.03.2021
RU000A0JS8X3;ЕАБР05;102.55;1000;47.37;41.9;17.07.2019;182;15.07.2020
RU000A0JS8Y1;ЕАБР06;100;1000;36.4;18.2;25.09.2019;182;23.09.2020
RU000A0JS8Z8;ЕАБР07;66;1000;43.63;21.82;25.09.2019;182;23.09.2020
RU000A0JS900;ЕАБР08;101;1000;40.89;17.3;09.10.2019;182;07.10.2020
RU000A0JS918;ЕАБР09;100.15;1000;44.38;7.32;25.11.2019;182;24.05.2021
RU000A0JS926;ЕАБР10;0;1000;61.08;54.37;16.07.2019;182;10.01.2023
RU000A0JS934;ЕАБР11;99.2;1000;38.64;30.79;02.08.2019;182;24.01.2025
RU000A0JXRN4;ЕврХимБ1Р2;100.9;1000;44.11;7.43;26.11.2019;184;26.05.2020
RU000A1008Z0;ЕврХимБ1Р3;101.4;1000;42.87;18.27;09.10.2019;183;09.04.2022
RU000A0JWBH2;ЕврХол1P1R;107.16;1000;62.83;31.76;24.09.2019;182;23.03.2021
RU000A0JVKK9;ЕврХолдФ_8;100.01;1000;0;0;25.12.2019;182;18.06.2025
RU000A0JU6G8;ЕвропланБ1;100.98;1000;47.37;23.68;25.09.2019;182;25.09.2019
RU000A0JVQT7;ЕвропланБ2;100.84;1000;26.18;8.63;26.08.2019;91;23.08.2021
RU000A1004K1;ЕвропланБ5;101.89;1000;48.62;31.79;28.08.2019;182;14.02.2029
RU000A100DG5;ЕвропланБ6;100.64;1000;46.87;7.47;26.11.2019;182;15.05.2029
RU000A0JWVL2;ЕвропланБ7;100.1;1000;47.37;20.3;08.10.2019;182;29.09.2026
RU000A0ZZBV2;ЕвропланБ8;100.8;1000;46.62;45.08;02.07.2019;182;20.06.2028
RU000A0JVWE7;ЕврфНедвБ1;100;1000;3.74;2.51;26.07.2019;91;23.10.2020
RU000A0ZYSS5;ЖКИнвБО01;100.15;1000;69.81;43.34;03.09.2019;182;05.03.2021
RU000A1005E1;ЗЕНИТБО1Р3;101.04;1000;44.61;25.94;11.09.2019;184;11.03.2020
RU000A0JRJB8;ЗСД_01;102;1000;52.06;8.29;26.11.2019;182;13.05.2031
RU000A0JRJL7;ЗСД_02;100;1000;52.06;8.29;26.11.2019;182;13.05.2031
RU000A0JS4J1;ЗСД_03;107;1000;49.07;33.43;23.08.2019;182;06.02.2032
RU000A0JS4K9;ЗСД_04;107;1000;49.07;33.43;23.08.2019;182;06.02.2032
RU000A0JS4L7;ЗСД_05;107;1000;49.07;33.43;23.08.2019;182;06.02.2032
RU000A0ZZ8T2;ЗСКБ_БО-П1;99;1000;19.16;3.96;07.09.2019;92;15.06.2021
RU000A0JUP63;ЗапСибКБ-2;102.07;10;0.74;0.05;12.12.2019;182;12.12.2019
RU000A0JVBX1;ЗенитБО-09;98;1000;39.89;18.19;03.10.2019;182;27.03.2025
RU000A0JUPW5;ЗенитБО-13;99.35;1000;0.5;0.02;19.12.2019;182;13.06.2024
RU000A0JWYS1;ЗенитБО1P2;0;1000;19.95;9.64;12.08.2019;91;11.11.2019
RU000A0JUG15;ИА_АТБ_2_А;100.9;145.46;3.26;2.19;26.07.2019;91;01.10.2046
RU000A0JW316;ИА_АкБар2А;101.4;316.62;7.89;6.25;15.07.2019;91;15.10.2047
RU000A0JV326;ИА_АкБарсА;0;182.5;1.35;0.72;10.07.2019;30;10.05.2047
RU000A0JV318;ИА_АкБарсБ;0;182.5;0.45;0.24;10.07.2019;30;10.05.2047
RU000A0ZZW77;ИА_БСПБ2_1;100.75;763.49;17.99;3.13;10.09.2019;92;10.12.2045
RU000A0JWKQ4;ИА_Вега1_А;100.1;242.29;2.14;0;26.07.2019;30;26.06.2041
RU000A0JWKP6;ИА_Вега2_А;102.7;237.47;2.1;0;26.07.2019;30;26.08.2040
RU000A0JVAJ2;ИА_ДВИЦ1_А;100.2;267.31;6.06;3.3;07.08.2019;92;07.11.2047
RU000A0ZZNW5;ИА_ДОМ_4P2;100.15;748.09;15.65;15.31;28.06.2019;92;28.09.2047
RU000A0ZZCH9;ИА_ДОМ_5P2;99.45;792.09;15.8;10.24;28.07.2019;91;28.04.2043
RU000A0ZZV86;ИА_ДОМ_6P2;103.75;848.55;21.28;6.71;28.08.2019;92;28.05.2048
RU000A0ZZZ58;ИА_ДОМ_7P2;0;928.44;0;0;28.06.2019;92;28.06.2048
RU000A0ZZZ09;ИА_ДОМ_8P2;102.4;930.15;21.76;21.28;28.06.2019;92;28.12.2044
RU000A100DQ4;ИА_ДОМ_9P2;103.55;1000;9.63;7.29;05.07.2019;37;05.04.2029
RU000A0JVAQ7;ИА_ИНТЕХ_А;100.2;73.95;1.68;0.97;04.08.2019;92;04.05.2045
RU000A0JV1U9;ИА_ИТБ_14А;0;158.99;3.61;2.12;03.08.2019;92;31.03.2047
RU000A0JV1V7;ИА_ИТБ_14Б;0;158.99;1.2;0.71;03.08.2019;92;31.03.2047
RU000A0JVTQ7;ИА_КМ_01;0;926.03;0.84;0.57;25.07.2019;91;30.06.2022
RU000A0JX0L8;ИА_МКБ2-01;101.85;239.42;6.13;1.26;07.09.2019;92;07.12.2043
RU000A0JUQ54;ИА_МТСБ_А;100.65;54.91;1.45;0.49;26.08.2019;92;26.11.2041
RU000A0JUCX1;ИА_ПСПб_А;100.3;212.85;4.51;3.57;15.07.2019;91;15.07.2041
RU000A0JV2K8;ИА_СБ-14_А;0;222.22;5.04;4.93;28.06.2019;92;28.12.2046
RU000A0JV2L6;ИА_СБ-14_Б;0;222.22;1.68;1.64;28.06.2019;92;28.12.2046
RU000A0JWC25;ИА_ТКБ-2_А;100.9;275.8;7.65;3.57;14.08.2019;92;14.02.2047
RU000A0JV508;ИА_ТФБ1_А;101.95;210.4;5.83;0;26.09.2019;92;26.03.2047
RU000A0JV169;ИА_ХМБ-2_А;0;315.66;7.16;2.34;27.08.2019;92;01.07.2047
RU000A0JV185;ИА_ХМБ-2_Б;0;315.66;2.39;0.78;27.08.2019;92;01.07.2047
RU000A0JWU80;ИААбсолют4;101;195.65;4.86;0.79;11.09.2019;92;11.12.2043
RU000A0JX1T9;ИАБСПБ2016;100;342.6;8.46;8.28;28.06.2019;92;28.06.2043
RU000A0JUJE6;ИАВ_3_А;100;87.97;0.65;0;26.07.2019;30;26.10.2046
RU000A0JVFN3;ИАВ_4_А;100.6;160.43;1.23;1.19;27.06.2019;31;27.01.2048
RU000A0JXQU1;ИАВ_5;100.4;293.59;2.31;2.16;28.06.2019;31;28.08.2049
RU000A0JWBA7;ИАВТБ-БМ2А;0;233.22;5.44;1.42;02.09.2019;92;02.03.2051
RU000A0JV409;ИАВТБ2014А;100;219.39;4.98;1.03;07.09.2019;92;07.09.2057
RU000A0ZZ6K5;ИАМетинв-2;98.8;662.92;13.03;12.75;28.06.2019;92;28.03.2046
RU000A0JVTM6;ИАМлтор1А3;101.35;127;3.44;0.07;24.09.2019;92;24.12.2047
RU000A0JWF30;ИАМлтор1А4;103.05;364.63;10.11;4.4;17.08.2019;92;17.11.2045
RU000A0JVB35;ИАМлторг1А;99.75;338.01;7.45;3;20.08.2019;92;20.08.2047
RU000A0JWAT9;ИАМлторг2А;101.5;231.56;6.01;0.72;15.09.2019;92;15.12.2043
RU000A0JVU81;ИАНадежД1А;100.25;122.47;2.78;0.33;15.09.2019;92;15.03.2046
RU000A0JVJY2;ИАПульс-1А;100.2;206.67;1.53;0.05;25.07.2019;30;25.04.2045
RU000A0JVHJ7;ИАПульс-2А;100.1;166.5;1.27;0.97;03.07.2019;30;03.01.2038
RU000A0JV664;ИАСОЮЗ-1А;100.6;183.97;5.1;4.99;28.06.2019;92;28.12.2041
RU000A0JUPU9;ИАСанр1А;100.55;77.01;0.61;0.57;28.06.2019;31;28.07.2044
RU000A0JUPF0;ИАСанр2А;100.75;82.27;0.66;0.62;28.06.2019;31;28.02.2046
RU000A0JV3S9;ИАФора14_А;100.6;200.42;4.75;3.76;15.07.2019;91;15.10.2047
RU000A0JVNC0;ИАЭклипс1А;100.1;175.65;3.87;0.72;09.09.2019;92;09.12.2047
RU000A0JXW87;ИК_МБС_БО1;100.05;1000;26.8;20.03;19.07.2019;91;14.07.2023
RU000A0JWUD1;ИКС5Фин1P1;100.4;1000;47.12;23.3;26.09.2019;182;11.09.2031
RU000A0JXRS3;ИКС5Фин1P2;101;1000;42.13;7.64;22.11.2019;182;07.05.2032
RU000A0ZZ083;ИКС5Фин1P3;99.25;1000;34.65;17.52;24.09.2019;182;08.03.2033
RU000A1002L3;ИКС5Фин1P4;101;1000;42.38;33.07;05.08.2019;182;16.01.2034
RU000A100AB2;ИКС5Фин1P5;101.1;1000;42.13;14.82;22.10.2019;182;04.04.2034
RU000A0JVUX1;ИКС5ФинБО4;104.69;1000;41.64;16.24;15.10.2019;182;11.10.2022
RU000A0JW9G0;ИКС5ФинБО5;97.45;1000;34.65;19.8;12.09.2019;182;09.03.2023
RU000A0JWG05;ИКС5ФинБО6;101.14;1000;42.13;12.73;31.10.2019;182;27.04.2023
RU000A0JWPL4;ИКС5ФинБО7;100.95;1000;42.63;33.03;06.08.2019;182;01.08.2023
RU000A0JURT7;ИНВЕКТОР_2;94.2;1000;70;63.48;30.07.2019;365;29.07.2022
RU000A0JWC74;ИНГБ-БО1;99.1;1000;17.83;16.65;02.07.2019;91;30.03.2021
RU000A0JVFJ1;ИНГБ-БО5;101.6;1000;24.18;7.44;28.08.2019;91;27.05.2020
RU000A0ZYG37;ИНГР_Б1P1;100.45;1000;53.6;10.6;19.11.2019;182;09.11.2027
RU000A0JXLM9;ИНГР_БО-01;99.9;1000;47.37;25.25;19.09.2019;182;17.03.2022
RU000A0ZZXD4;ИНГРАД1P2;0;1000;51.11;4.21;10.12.2019;182;28.11.2028
RU000A0JUA45;ИРКУТ_БО-4;100.5;1000;44.88;10.85;11.11.2019;182;06.11.2023
RU000A0JWCW9;ИнДевелБО1;99;1000;74.79;31.23;10.10.2019;182;02.04.2026
RU000A0JUL18;ИнТехЭл_Б1;100;1000;42.38;14.9;22.10.2019;182;21.04.2020
RU000A0ZYPB7;Инвтстр_01;100.05;1000;31.79;21.66;25.07.2019;91;19.01.2023
RU000A0ZZNM6;ИнвтстрБО1;100.1;1000;31.79;29.34;03.07.2019;91;20.09.2028
RU000A100584;ИнвтстрБО2;99.9;1000;31.79;7.34;04.09.2019;91;15.02.2034
RU000A0JWVS7;ИнтезБ1P1R;100.4;1000;48.62;20.3;10.10.2019;182;10.10.2019
RU000A0ZYW94;ИнфВотч1P1;102.98;1000;34.9;8.82;02.09.2019;91;04.03.2020
RU000A0JX314;ИркОбл2016;102.59;1000;23.06;0.51;23.09.2019;91;25.12.2021
RU000A0JVP39;КАМАЗ_12;0;1000;56.05;44.96;01.08.2019;182;18.07.2030
RU000A0JVZC4;КАМАЗ_БО-4;100.5;1000;46.12;7.6;25.11.2019;182;23.11.2020
RU000A0JVHX8;КАМАЗ_БО-5;101.96;1000;44.88;2.96;13.12.2019;182;12.06.2020
RU000A0ZZ7G1;КАМАЗ_БО-7;0;1000;42.48;7.94;21.11.2019;182;05.05.2033
RU000A0ZZ7H9;КАМАЗ_БО-8;0;1000;42.48;7.94;21.11.2019;182;05.05.2033
RU000A0ZZ885;КАМАЗ_БО-9;100.1;1000;43.23;6.89;26.11.2019;182;10.05.2033
RU000A0ZZ877;КАМАЗ_БО10;100.1;1000;43.23;6.89;26.11.2019;182;10.05.2033
RU000A0ZZ893;КАМАЗ_БО11;100.1;1000;43.23;6.89;26.11.2019;182;10.05.2033
RU000A0JW126;КАМАЗ_БО13;0;1000;51.81;1.71;19.12.2019;182;05.12.2030
RU000A0JX1C5;КАМАЗ_БО14;0;1000;49.46;4.35;09.12.2019;182;24.11.2031
RU000A0JX2B5;КАМАЗ_БО15;0;1000;48.02;2.11;17.12.2019;182;02.12.2031
RU000A1003C0;КАМАЗ_БОП1;101;1000;44.88;34.03;09.08.2019;182;04.02.2022
RU000A1007V1;КАМАЗ_БОП2;100.54;1000;21.82;21.34;28.06.2019;91;25.03.2022
RU000A100FR7;КАМАЗ_БОП3;100.75;1000;21.82;2.88;13.09.2019;91;10.06.2022
RU000A0ZZWQ8;КВС_об._01;0;1000;110;60.88;06.12.2019;365;02.12.2033
RU000A0ZYDA5;КЕБ_Б01P01;100.6;1000;51.11;19.38;17.10.2019;182;17.10.2019
RU000A0ZZXP8;КЕБ_БО1Р02;99.8;1000;52.36;4.03;11.12.2019;182;09.12.2020
RU000A100FZ0;КИСТФ_БОП1;100.21;10000;123.29;32.88;18.07.2019;30;02.06.2022
RU000A0JUN81;КОМИ_11_об;101.58;100;2.74;0.81;29.08.2019;91;27.11.2019
RU000A0JVKF9;КОМИ_12_об;105.38;550;32.09;25.03;05.08.2019;182;23.06.2021
RU000A0JWZM1;КОМИ_13_об;0;1000;23.68;9.11;21.08.2019;91;16.11.2022
RU000A0JXUD9;КОМИ_14_об;101;1000;20.94;0.23;24.09.2019;91;25.06.2024
RU000A0JX3H0;КОМКОРПБ1;101.3;1000;62.88;3.49;13.12.2019;180;13.12.2019
RU000A0JX2L4;КРАУС_Б1P1;0;1000;49.86;1.64;19.12.2019;182;10.12.2026
RU000A0JXS34;КТЖФинанс1;100.53;1000;43.63;3.6;10.12.2019;182;07.06.2022
RU000A0ZYL22;КЧР_2017;100.79;1000;21.69;1.67;18.09.2019;91;18.12.2024
