Time,MOEX,LKOH,SBER,GAZP,NVTK
14.06.2019,10:31:07,274950.000000,5208.500000,242.400000,233.950000,1311.800000
14.06.2019,10:31:17,274950.000000,5208.000000,242.340000,233.940000,1311.800000
14.06.2019,10:31:27,274925.000000,5210.000000,242.350000,233.930000,1311.200000
14.06.2019,10:31:37,274975.000000,5209.000000,242.560000,233.900000,1312.000000
14.06.2019,10:31:48,274975.000000,5208.500000,242.530000,234.000000,1312.000000
14.06.2019,10:31:57,274975.000000,5210.000000,242.600000,234.000000,1311.200000
14.06.2019,10:32:07,274975.000000,5209.000000,242.540000,233.910000,1312.000000
14.06.2019,10:32:18,274950.000000,5208.500000,242.590000,233.900000,1312.000000
14.06.2019,10:32:28,274875.000000,5208.000000,242.470000,233.900000,1310.800000
14.06.2019,10:32:38,274825.000000,5207.000000,242.500000,233.810000,1310.200000
14.06.2019,10:32:48,274775.000000,5208.000000,242.500000,233.910000,1310.000000
14.06.2019,10:32:58,274825.000000,5208.000000,242.520000,233.880000,1310.000000
14.06.2019,10:33:08,274825.000000,5208.000000,242.730000,233.810000,1310.000000
14.06.2019,10:33:18,274800.000000,5208.000000,242.750000,233.810000,1311.000000
14.06.2019,10:33:28,274825.000000,5210.000000,242.770000,233.960000,1311.000000
14.06.2019,10:33:38,274800.000000,5207.000000,242.600000,233.880000,1309.800000
14.06.2019,10:33:48,274725.000000,5210.500000,242.620000,233.870000,1310.000000
14.06.2019,10:33:58,274725.000000,5210.000000,242.550000,233.820000,1310.800000
14.06.2019,10:34:08,274750.000000,5208.500000,242.520000,233.830000,1310.000000
14.06.2019,10:34:18,274800.000000,5211.000000,242.600000,234.030000,1310.000000
14.06.2019,10:34:28,274825.000000,5211.000000,242.660000,234.000000,1310.000000
14.06.2019,10:34:38,274825.000000,5211.000000,242.660000,233.990000,1310.000000
14.06.2019,10:34:48,274875.000000,5209.500000,242.770000,234.030000,1310.000000
14.06.2019,10:34:59,274950.000000,5210.000000,242.950000,234.030000,1310.000000
14.06.2019,10:35:09,274925.000000,5212.000000,242.760000,234.040000,1310.800000
14.06.2019,10:35:18,274875.000000,5212.000000,242.720000,234.030000,1310.800000
14.06.2019,10:35:28,274850.000000,5208.000000,242.700000,234.050000,1310.200000
14.06.2019,10:35:38,274800.000000,5208.000000,242.610000,233.870000,1310.200000
14.06.2019,10:35:48,274825.000000,5208.000000,242.700000,233.900000,1310.200000
14.06.2019,10:35:58,274875.000000,5208.500000,242.650000,233.900000,1310.200000
14.06.2019,10:36:08,274875.000000,5208.500000,242.810000,233.900000,1310.200000
14.06.2019,10:36:18,274950.000000,5208.500000,242.750000,234.110000,1310.200000
14.06.2019,10:36:29,274950.000000,5208.500000,242.740000,234.160000,1310.200000
14.06.2019,10:36:38,275000.000000,5210.000000,242.830000,234.240000,1310.200000
14.06.2019,10:36:48,275000.000000,5210.000000,242.720000,234.180000,1310.200000
14.06.2019,10:36:59,274975.000000,5210.000000,242.750000,234.280000,1310.200000
14.06.2019,10:37:08,274975.000000,5210.000000,242.740000,234.290000,1311.000000
14.06.2019,10:37:18,274975.000000,5210.500000,242.740000,234.280000,1311.000000
14.06.2019,10:37:29,275075.000000,5210.500000,242.720000,234.380000,1311.000000
14.06.2019,10:37:39,275100.000000,5210.500000,242.760000,234.440000,1311.000000
14.06.2019,10:37:49,275025.000000,5209.000000,242.730000,234.400000,1311.000000
14.06.2019,10:37:59,274950.000000,5209.000000,242.780000,234.150000,1311.000000
14.06.2019,10:38:09,274975.000000,5208.500000,242.680000,234.250000,1311.600000
14.06.2019,10:38:19,274975.000000,5208.500000,242.600000,234.210000,1311.600000
14.06.2019,10:38:29,275000.000000,5209.500000,242.600000,234.360000,1311.600000
14.06.2019,10:38:39,274950.000000,5208.500000,242.570000,234.320000,1311.600000
14.06.2019,10:38:49,274950.000000,5209.000000,242.580000,234.300000,1311.400000
14.06.2019,10:38:59,275075.000000,5209.000000,242.520000,234.440000,1310.200000
14.06.2019,10:39:09,275000.000000,5208.500000,242.490000,234.360000,1310.200000
14.06.2019,10:39:19,274975.000000,5208.500000,242.490000,234.370000,1310.200000
14.06.2019,10:39:30,274850.000000,5208.000000,242.480000,234.200000,1310.600000
14.06.2019,10:39:39,274825.000000,5208.000000,242.310000,234.350000,1309.000000
14.06.2019,10:39:49,274800.000000,5208.000000,242.300000,234.290000,1309.200000
14.06.2019,10:40:00,274825.000000,5208.000000,242.450000,234.360000,1309.200000
14.06.2019,10:40:09,274825.000000,5208.000000,242.360000,234.300000,1309.200000
14.06.2019,10:40:19,274825.000000,5208.500000,242.310000,234.200000,1309.200000
14.06.2019,10:40:29,274775.000000,5208.500000,242.300000,234.160000,1309.200000
14.06.2019,10:40:39,274850.000000,5210.000000,242.350000,234.260000,1309.200000
14.06.2019,10:40:49,274850.000000,5210.500000,242.310000,234.280000,1309.200000
14.06.2019,10:41:00,274875.000000,5210.500000,242.300000,234.220000,1309.200000
14.06.2019,10:41:09,274875.000000,5210.500000,242.300000,234.280000,1309.200000
14.06.2019,10:41:20,274850.000000,5210.500000,242.200000,234.180000,1309.200000
14.06.2019,10:41:30,274875.000000,5210.500000,242.050000,234.170000,1309.200000
14.06.2019,10:41:40,274875.000000,5210.500000,242.000000,234.220000,1310.000000
14.06.2019,10:41:50,274775.000000,5209.500000,241.890000,234.170000,1310.000000
14.06.2019,10:42:00,274775.000000,5209.500000,241.900000,234.190000,1309.800000
14.06.2019,10:42:10,274775.000000,5209.500000,241.880000,234.230000,1309.800000
14.06.2019,10:42:20,274775.000000,5210.000000,241.940000,234.220000,1309.800000
14.06.2019,10:42:30,274775.000000,5210.000000,242.000000,234.230000,1309.800000
14.06.2019,10:42:40,274800.000000,5211.000000,242.040000,234.230000,1309.800000
14.06.2019,10:42:50,274750.000000,5210.500000,241.930000,234.170000,1309.800000
14.06.2019,10:43:00,274750.000000,5210.500000,241.940000,234.150000,1309.800000
