INSTRUMENT_ID;SUPERTYPE;ISIN
10843;Облигации;RU000A0ZYUS1
10998;Облигации;RU000A0ZZ349
12255;Облигации;RU000A100E39
105;Акции;RU000A0B6NK6
141;Акции;RU000A0JPKH7
4847;Облигации;RU000A0JTMG7
4848;Облигации;RU000A0JTMK9
8843;Облигации;RU000A0JVD25
10346;Облигации;RU000A0JXTQ3
1477;Акции;RU000A0JPNN9
11424;Облигации;RU000A0ZZQN7
4279;Облигации;RU000A0JX090
4280;Облигации;RU000A0ZYDH0
4161;Акции;RU000A0JRKT8
4531;Облигации;RU000A0ZYPG6
4532;Облигации;RU000A0JWTH4
293;Акции;RU000A0F5UN3
291;Акции;RU000A0JNGA5
8824;Облигации;RU000A0JVC59
8825;Облигации;RU000A0JVC67
7064;Облигации;
9850;Облигации;RU000A0JXLR8
5803;Облигации;RU000A0JV573
5804;Облигации;
5805;Облигации;
9654;Акции;RU000A0JSE60
278;Акции;RU0008958863
1714;Облигации;
1716;Облигации;
7046;Депозитарные расписки;US7496552057
5007;Облигации;RU000A0JTVZ8
11425;Облигации;RU000A0ZZR33
5723;Акции иностранного фонда;IE00BD3QFB18
4844;Акции иностранного фонда;IE00B7L7CP77
5485;Акции иностранного фонда;IE00BD3QJN10
5496;Акции иностранного фонда;IE00BD3QJ310
5498;Акции иностранного фонда;IE00BD3QHV53
5500;Акции иностранного фонда;IE00BD3QJ757
5566;Акции иностранного фонда;IE00BD5FH213
11393;Акции иностранного фонда;IE00BG0C3K84
5430;Акции иностранного фонда;IE00B8XB7377
9540;Облигации;RU000A0JWT75
10433;Облигации;RU000A0JXVH8
10698;Облигации;RU000A0ZYJ18
10625;Депозитарные расписки;US29355E2081
8787;Акции;JE00B5BCW814
9058;Облигации;RU000A0JVVA7
9199;Облигации;RU000A0JW1G7
11869;Облигации;RU000A1008V9
9547;Облигации;RU000A0JWTV5
9702;Облигации;RU000A0JX199
9807;Облигации;RU000A0JXE06
5808;Облигации;RU000A0JVA10
9918;Облигации;RU000A0JXPG2
8966;Облигации;RU000A0JVWD9
10494;Облигации;RU000A0JY023
8967;Облигации;RU000A0JVWJ6
10535;Облигации;RU000A0ZYAP9
8968;Облигации;RU000A0JW1P8
10752;Облигации;RU000A0ZYNY4
9483;Облигации;RU000A0JWST1
10825;Облигации;RU000A0ZYR91
10932;Облигации;RU000A0ZZ1J8
11073;Облигации;RU000A0ZZ984
11134;Облигации;RU000A0ZZAL5
11476;Облигации;RU000A0ZZV11
11731;Облигации;RU000A1003A4
12283;Облигации;RU000A100FE5
289;Акции;RU000A0DKVS5
9072;Облигации;RU000A0JWB59
5155;Облигации;RU000A0JU0B2
4488;Облигации;RU000A0JT6J5
9271;Облигации;RU000A0JW5K0
11432;Облигации;RU000A0ZZQU2
11474;Облигации;RU000A0ZZUL3
11621;Облигации;RU000A0ZZXM5
11662;Облигации;RU000A1000A0
11710;Облигации;RU000A1002E8
11741;Облигации;RU000A1003R8
11840;Облигации;RU000A1007E7
11846;Облигации;RU000A100832
11902;Облигации;RU000A100AF3
12253;Облигации;RU000A100DX0
4547;Облигации;RU000A0JWTK8
4548;Облигации;RU000A0JX0P9
4549;Облигации;RU000A0JXTF6
4550;Облигации;RU000A0ZYAE3
4551;Облигации;RU000A0ZYHK5
6176;Облигации;RU000A0JXP45
6177;Облигации;RU000A0ZYEE5
6178;Облигации;RU000A0ZYRX7
6179;Облигации;RU000A0ZYRY5
6183;Облигации;RU000A0JXHQ8
6184;Облигации;RU000A0ZYB73
6185;Облигации;RU000A0ZYM05
4986;Облигации;RU000A0JVF56
6157;Облигации;RU000A0JUWU5
9064;Облигации;RU000A0JVVR1
7059;Облигации;RU000A0JV2H4
9653;Облигации;RU000A0JWZ10
8607;Облигации;RU000A0JV3M2
11801;Облигации;RU000A100691
3199;Облигации;RU000A0JR4U9
4619;Облигации;RU000A0JTFB2
4572;Облигации;RU000A0JTB96
6163;Облигации;RU000A0JWK66
10733;Облигации;RU000A0ZYLU6
10822;Облигации;RU000A0ZYQU5
5121;Облигации;RU000A0JX2R1
5120;Облигации;RU000A0ZYF20
5122;Облигации;RU000A0ZYF38
5123;Облигации;RU000A0ZYFM5
5124;Облигации;RU000A0ZYAR5
5125;Облигации;RU000A0ZYFN3
11772;Облигации;RU000A1005T9
5733;Инвестиционные паи;RU000A0JUDS9
9922;Облигации;RU000A0JXPU3
10939;Облигации;RU000A0ZZ8U0
11867;Облигации;RU000A1008Z0
5010;Облигации;RU000A0JU0S6
5011;Облигации;RU000A0JU0T4
3531;Облигации;RU000A0JRJV6
3538;Облигации;RU000A0JRK22
9798;Облигации;RU000A0JXC40
9973;Облигации;RU000A0JXRB9
9195;Облигации;RU000A0JW0S4
9291;Облигации;RU000A0JW5E3
9331;Облигации;RU000A0JWBP5
9441;Облигации;RU000A0JWMJ5
9912;Облигации;RU000A0JXNV6
10562;Облигации;RU000A0ZYCQ3
11472;Облигации;RU000A0ZZUK5
11744;Облигации;RU000A1003Q0
11900;Облигации;RU000A100A90
10400;Облигации;
4114;Облигации;RU000A0JS5R1
4170;Облигации;RU000A0JS603
10689;Облигации;RU000A0ZYHH1
11764;Облигации;RU000A100436
2806;Инвестиционные паи;RU000A0JQSM8
9935;Облигации;RU000A0JXQ28
10731;Облигации;RU000A0ZYLF7
10886;Облигации;RU000A0ZYX69
11438;Облигации;RU000A0ZZRK1
11463;Облигации;RU000A0ZZTL5
12269;Облигации;RU000A100E88
4839;Облигации;RU000A0JTLJ3
4840;Облигации;RU000A0JTLL9
5045;Облигации;RU000A0JVWN8
5046;Облигации;RU000A0JWBF6
5051;Облигации;RU000A0JW5H6
5052;Облигации;RU000A0JWBE9
5053;Облигации;RU000A100B73
6069;Облигации;RU000A0JVJ45
9655;Облигации;RU000A0JX009
11654;Облигации;RU000A100030
10633;Облигации;RU000A0ZYKM5
11655;Облигации;RU000A100048
11409;Облигации;RU000A0ZZPY6
11916;Облигации;RU000A100B40
11926;Облигации;RU000A0NH1B1
9148;Облигации;RU000A0JVYG8
6146;Облигации;RU000A0JUWK6
5744;Облигации;RU000A0JUD00
3042;Облигации;RU000A0JQY35
3646;Облигации;RU000A0JRMW8
5735;Облигации;RU000A0JUG15
745;Инвестиционные паи;RU000A0JNUW0
1136;Инвестиционные паи;RU000A0JPM71
1122;Инвестиционные паи;RU000A0JPLG7
3037;Инвестиционные паи;RU000A0JQYE3
4307;Инвестиционные паи;RU000A0JS9A9
5940;Облигации;RU000A0JUP89
9021;Облигации;RU000A0JVU65
10050;Облигации;RU000A0JXSD3
9751;Облигации;RU000A0JX314
9757;Облигации;RU000A0JX2S9
10722;Облигации;RU000A0ZYKU8
11630;Облигации;RU000A0ZZXZ7
10727;Облигации;RU000A0ZYL48
6145;Облигации;RU000A0JUWJ8
10600;Облигации;RU000A0ZYCZ4
11649;Облигации;RU000A0ZZZV1
9539;Облигации;RU000A0JWSQ7
5507;Облигации;RU000A0JU8R1
6193;Облигации;RU000A0JUXW9
9039;Облигации;RU000A0JVUH4
9624;Облигации;RU000A0JWXQ7
10635;Облигации;RU000A0ZYG60
10704;Облигации;RU000A0ZYJB0
6198;Облигации;RU000A0JV3U5
7066;Облигации;RU000A0JV3T7
11891;Облигации;RU000A100A33
12290;Облигации;RU000A100G03
6222;Облигации;RU000A0ZYUV5
12273;Облигации;RU000A100EX8
6223;Облигации;RU000A0ZYUW3
12274;Облигации;
6224;Облигации;RU000A0ZYUY9
6225;Облигации;RU000A0ZYV04
6226;Облигации;RU000A0JXFS8
6227;Облигации;RU000A0JXFY6
8928;Облигации;RU000A0JVKK9
9325;Облигации;RU000A0JWBH2
8990;Облигации;RU000A0JVWE7
11491;Облигации;RU000A0ZZW77
9726;Облигации;RU000A0JX1T9
9971;Облигации;RU000A0JXQU1
9025;Облигации;RU000A0JVTQ7
11033;Облигации;RU000A0ZZ6K5
9997;Облигации;RU000A0JXS34
9328;Облигации;RU000A0JWF22
5035;Облигации;RU000A0JWRH8
5572;Облигации;RU000A0JUBD5
5999;Облигации;RU000A0JUU25
9382;Облигации;RU000A0JWGY6
11064;Облигации;RU000A1004L9
11797;Облигации;RU000A1005Y9
5432;Облигации;RU000A0JUAG0
10616;Облигации;RU000A0ZYEQ9
6027;Облигации;RU000A0JUTC9
1761;Инвестиционные паи;RU000A0JQ2Q2
2433;Инвестиционные паи;RU000A0JQ4Q8
3677;Инвестиционные паи;RU000A0JRQT5
923;Инвестиционные паи;RU000A0JP6U6
11001;Облигации;RU000A0ZZGE7
11739;Облигации;RU000A1003L1
1150;Инвестиционные паи;RU000A0JPMV4
1441;Акции;RU000A0JPPT1
2517;Облигации;RU000A0JQ7X7
2518;Облигации;RU000A0JQ7Z2
2789;Облигации;RU000A0JQRD9
4979;Облигации;RU000A0JTU85
5563;Облигации;RU000A0JUAH8
4367;Облигации;RU000A0JSGV0
10828;Облигации;RU000A0JVY04
9895;Облигации;RU000A0JXN05
9938;Облигации;RU000A0JXQ44
9978;Облигации;RU000A0JXR84
10493;Облигации;RU000A0JXZB2
10842;Облигации;RU000A0ZYU05
11017;Облигации;RU000A0ZZ4P9
2666;Облигации;RU000A0JWC82
11130;Облигации;RU000A0ZZ9R4
11273;Облигации;RU000A0ZZGT5
11449;Облигации;RU000A0ZZRY2
11610;Облигации;RU000A0ZZX19
11620;Облигации;RU000A0ZZXL7
11721;Облигации;RU000A1002C2
11843;Облигации;RU000A1007Z2
11851;Облигации;RU000A1008D7
11880;Облигации;RU000A1009L8
10721;Облигации;RU000A0ZYL22
10683;Облигации;RU000A0ZYGM3
9010;Облигации;RU000A0JVSY3
5429;Облигации;RU000A0JU740
9549;Облигации;RU000A0JWT91
2855;Акции;RU000A0JQTS3
3499;Облигации;RU000A0JRHF3
3498;Облигации;RU000A0JRHG1
9567;Облигации;RU000A0JWV89
10047;Облигации;RU000A0JXSS1
4513;Облигации;
4514;Облигации;
9894;Облигации;RU000A0JXN21
10823;Облигации;RU000A0ZYQY7
10867;Облигации;RU000A0ZYWU3
11793;Облигации;RU000A1005L6
11858;Облигации;RU000A1008J4
1165;Акции;RU0008081765
1546;Акции;RU000A0B88G6
5754;Облигации;RU000A0JUQC5
10331;Облигации;RU000A0JXTB5
172;Акции;RU000A0JNG55
4156;Облигации;RU000A0JS5F6
6028;Облигации;RU000A0JWP38
6029;Облигации;RU000A0JWSU9
6030;Облигации;RU000A0JWSV7
6034;Облигации;RU000A0JWP46
211;Акции;RU000A0JP2W1
5935;Облигации;RU000A0JXMZ9
10930;Облигации;RU000A0ZZ8T2
256;Акции;RU0008959580
9703;Облигации;RU000A0ZZ7G1
9704;Облигации;RU000A0ZZ7H9
9705;Облигации;RU000A0ZZ885
9706;Облигации;RU000A0ZZ877
9707;Облигации;RU000A0ZZ893
8963;Облигации;RU000A0JVP39
9191;Облигации;RU000A0JW126
9688;Облигации;RU000A0JX1C5
9689;Облигации;RU000A0JX2B5
3209;Облигации;RU000A0JVZC4
3210;Облигации;RU000A0JVHX8
3211;Облигации;
11503;Облигации;RU000A0ZZYL5
1257;Акции;RU0009100291
4414;Акции;RU000A0JP120
3123;Акции;RU0009177331
3364;Облигации;
3365;Облигации;
3366;Облигации;
11811;Облигации;RU000A1006H2
11877;Облигации;RU000A1009A1
10552;Облигации;RU000A0ZYC98
10840;Облигации;RU000A0ZYTM6
11726;Облигации;RU000A1002P4
11810;Облигации;RU000A1006G4
1318;Акции;RU000A0JPPN4
1383;Акции;RU000A0JPPB9
1399;Акции;RU000A0JPPF0
154;Акции;RU000A0JPN96
1328;Акции;RU000A0JPPL8
5190;Облигации;RU000A0ZZ1Y7
279;Акции;RU000A0ET7Y7
11899;Облигации;RU000A100AD8
5232;Облигации;RU000A0JXJS0
5233;Облигации;RU000A0JXR50
11789;Облигации;RU000A1005H4
11908;Облигации;RU000A100AN7
5274;Облигации;RU000A0JUA45
11418;Облигации;
11816;Облигации;RU000A1007H0
5482;Облигации;RU000A0JV1W5
9758;Облигации;RU000A0JX355
5483;Облигации;RU000A0JV1X3
9769;Облигации;RU000A0JX413
5484;Облигации;RU000A0JV1Y1
5486;Облигации;RU000A0JUCS1
5487;Облигации;RU000A0JUCR3
5488;Облигации;RU000A0JV201
5489;Облигации;RU000A0JV219
5490;Облигации;RU000A0JV235
5491;Облигации;RU000A0JV243
5492;Облигации;RU000A0JV250
5493;Облигации;RU000A0JV268
5494;Облигации;RU000A0JV227
8573;Облигации;RU000A0JV276
8574;Облигации;RU000A0JV292
8575;Облигации;RU000A0JV284
8576;Облигации;RU000A0JV763
8577;Облигации;RU000A0JV789
8578;Облигации;RU000A0JV7A8
8579;Облигации;RU000A0JV7D2
8580;Облигации;RU000A0JV7C4
8581;Облигации;RU000A0JV7B6
8582;Облигации;RU000A0JV2A9
8583;Облигации;RU000A0JV797
8584;Облигации;RU000A0JV771
4676;Облигации;
4677;Облигации;
10556;Акции;RU000A0JXKG3
3417;Облигации;RU000A0JRF11
11901;Облигации;RU000A100BB0
13;Акции;RU000A0B90N8
10435;Облигации;RU000A0JXVM8
1201;Акции;RU0006914488
4371;Облигации;RU000A1008W7
4372;Облигации;RU000A1008L0
1193;Акции;RU0008926258
1194;Акции;RU0009029524
1221;Акции;RU000A0H1ES3
9614;Облигации;RU000A0JWX79
9592;Облигации;RU000A0JWWM8
9844;Облигации;RU000A0JXK99
10424;Облигации;RU000A0JXVB1
10617;Облигации;RU000A0ZYEB1
10627;Облигации;RU000A0ZYFS2
5575;Облигации;RU000A0JWLW0
5837;Облигации;RU000A0JUQ96
5838;Облигации;RU000A0JUR04
5839;Облигации;RU000A0JV9Q0
6138;Облигации;RU000A0JUYC9
6148;Облигации;RU000A0JUZZ7
6149;Облигации;RU000A0JV4S7
6150;Облигации;RU000A0JVHH1
6151;Облигации;RU000A0JVPS1
6152;Облигации;RU000A0JVS36
6153;Облигации;RU000A0JW5B9
6154;Облигации;RU000A0JWEG8
6155;Облигации;RU000A0JX0U9
9407;Облигации;RU000A0JWK90
9445;Облигации;RU000A0JWMS6
9514;Облигации;RU000A0JWPW1
9569;Облигации;RU000A0JWVC1
2823;Облигации;RU000A0JWEB9
9801;Облигации;RU000A0JXC24
9874;Облигации;RU000A0JXM97
9944;Облигации;RU000A0JXQD7
5381;Облигации;RU000A0JXPD9
5382;Облигации;RU000A0JXSF8
10005;Облигации;RU000A0JXS75
11132;Облигации;RU000A0ZZ9W4
11460;Облигации;RU000A0ZZT80
4955;Облигации;RU000A0JTVE3
8608;Облигации;
3108;Облигации;RU000A0JR1Y7
3109;Облигации;RU000A0JR1Z4
3110;Облигации;RU000A0JR209
3111;Облигации;RU000A0JR217
3553;Облигации;RU000A0JRL96
4510;Облигации;RU000A0JT7T2
4391;Облигации;RU000A0JSQ58
4806;Облигации;RU000A0JTKA4
4470;Облигации;RU000A0JT2K2
4281;Облигации;RU000A0ZYJ91
4282;Облигации;
4284;Облигации;
4285;Облигации;
4286;Облигации;
9580;Акции;RU000A0JWNX4
1267;Акции;RU0008137070
1268;Акции;RU0008137088
9767;Облигации;RU000A0JX439
9818;Облигации;RU000A0JXHE4
9873;Облигации;RU000A0JXME4
10348;Облигации;RU000A0JXTY7
11852;Облигации;RU000A100824
11853;Облигации;RU000A100840
3744;Облигации;RU000A0JU0N7
3745;Облигации;RU000A0JRZ74
5593;Облигации;RU000A0JUFP0
5594;Облигации;RU000A0JV1D5
5595;Облигации;RU000A0JV5R6
5596;Облигации;RU000A0JV5U0
5597;Облигации;RU000A0JUFQ8
5598;Облигации;RU000A0JVBN2
5603;Облигации;RU000A0JVBS1
8587;Акции;RU000A0JUCQ5
5778;Облигации;RU000A0JUJG1
6135;Облигации;RU000A0JUW23
10543;Облигации;RU000A0ZYBG6
11704;Облигации;RU000A100220
11914;Облигации;RU000A100B16
4183;Облигации;RU000A0JVUY9
8618;Облигации;RU000A0JWUB5
5217;Облигации;RU000A0JX2F6
5218;Облигации;RU000A0JX2D1
8626;Облигации;RU000A0JWGS8
8631;Облигации;RU000A0JVNB2
8632;Облигации;RU000A0JWNB0
9907;Облигации;RU000A0JXNB8
4974;Облигации;RU000A0JTTV1
3594;Инвестиционные паи;RU000A0JRNZ9
6005;Облигации;
6006;Облигации;
6009;Облигации;RU000A0JW167
6010;Облигации;RU000A0JW175
10566;Облигации;RU000A0ZYCR1
9806;Облигации;RU000A0JXD07
11448;Облигации;RU000A0ZZRZ9
11883;Облигации;RU000A1009M6
5807;Облигации;RU000A0JV375
4487;Облигации;RU000A0JT6G1
8559;Облигации;RU000A0JV1H6
8560;Облигации;RU000A0JV1N4
11266;Облигации;RU000A0ZZFZ4
11435;Облигации;RU000A0ZZRC8
11612;Облигации;RU000A0ZZXJ1
11687;Облигации;RU000A100253
11686;Облигации;RU000A100261
11787;Облигации;RU000A100543
4543;Облигации;RU000A0JU7Y9
11788;Облигации;RU000A100550
4544;Облигации;RU000A0JUMH3
11882;Облигации;RU000A1009G8
4545;Облигации;RU000A0JUQ39
4546;Облигации;RU000A0JUV08
11197;Облигации;RU000A0ZZE87
11913;Облигации;RU000A100FF2
5162;Облигации;RU000A0JV3K6
5424;Акции;RU000A0JU6Q7
11647;Облигации;RU000A0ZZZ25
5302;Облигации;
5303;Облигации;
5737;Облигации;
5738;Облигации;
5739;Облигации;
11077;Облигации;XS1577961516
10240;Облигации;XS1449458915
11332;Акции;GB00B0D5V538
6089;Облигации;XS0861981180
12291;Облигации;
12293;Облигации;
4352;Облигации;
10620;Облигации;RU000A0ZYFE2
4353;Облигации;
11005;Облигации;RU000A0ZZ4B9
11264;Облигации;RU000A0ZZG36
4357;Облигации;
5668;Облигации;RU000A0JUU90
5669;Облигации;RU000A0JUUA1
5670;Облигации;RU000A0JV0U1
5671;Облигации;RU000A0JWPV3
5672;Облигации;RU000A0JWUX9
5673;Облигации;RU000A0JX5W4
5674;Облигации;RU000A0JXQX5
5675;Облигации;RU000A0JXRV7
5676;Облигации;RU000A0ZYBM4
5677;Облигации;RU000A0ZYGB6
5678;Облигации;
5679;Облигации;
5680;Облигации;
5681;Облигации;
5682;Облигации;
5683;Облигации;
5684;Облигации;
5685;Облигации;
5686;Облигации;
5687;Облигации;
5688;Облигации;
5689;Облигации;
5690;Облигации;
5691;Облигации;
5692;Облигации;
5693;Облигации;
5694;Облигации;RU000A0ZYWB3
5695;Облигации;RU000A0ZYU21
5696;Облигации;
5697;Облигации;
4987;Облигации;RU000A0ZZL05
4496;Облигации;
4497;Облигации;
4498;Облигации;
4499;Облигации;
4500;Облигации;
4501;Облигации;
11679;Инвестиционные паи;RU000A0ZZX84
10547;Облигации;RU000A0ZYC31
10637;Облигации;RU000A0ZYH02
9274;Облигации;RU000A0JWM49
9888;Облигации;RU000A0JXQ51
11016;Облигации;RU000A100733
9018;Ипотечные сертификаты участия;RU000A0JVT35
6141;Облигации;RU000A0JV0N6
6142;Облигации;RU000A0JV565
6143;Облигации;RU000A0JV6D4
9578;Облигации;RU000A0JWVS7
3772;Облигации;
3774;Облигации;
2973;Облигации;RU000A0JQY01
3419;Облигации;RU000A0JREW5
3421;Облигации;RU000A0JREX3
3420;Облигации;RU000A0JREZ8
3729;Облигации;RU000A0JRUY7
3730;Облигации;RU000A0JRV52
5729;Облигации;RU000A0JUFE4
5730;Облигации;RU000A0JUFF1
5731;Облигации;RU000A0JUFG9
5732;Облигации;RU000A0JUFH7
5512;Облигации;RU000A0JUEE7
8952;Облигации;RU000A0JVNL1
8986;Облигации;RU000A0JVRV1
5514;Облигации;RU000A0JVKC6
5520;Облигации;RU000A0JV8D0
5515;Облигации;RU000A0JV8G3
5521;Облигации;RU000A0JV9D8
5516;Облигации;RU000A0JV9H9
5518;Облигации;RU000A0JVQQ3
5519;Облигации;
5502;Облигации;RU000A0JW3A6
5503;Облигации;RU000A0JUAT3
5504;Облигации;RU000A0ZYMN9
5505;Облигации;RU000A0ZYMM1
5506;Облигации;
4287;Облигации;RU000A0JXJE0
4288;Облигации;
4289;Облигации;
11707;Инвестиционные паи;RU000A0ZYPM4
11708;Инвестиционные паи;RU000A0ZZVL1
11706;Инвестиционные паи;RU000A0ZZVH9
6053;Облигации;RU000A0JV433
6054;Облигации;RU000A0JVF64
6055;Облигации;
6161;Облигации;
11014;Облигации;RU000A0ZZ547
5147;Облигации;RU000A0JTZF1
5811;Облигации;RU000A0JUKX4
10879;Облигации;RU000A0ZYW94
9435;Облигации;RU000A0JWLY6
8636;Облигации;RU000A0JV409
9324;Облигации;RU000A0JWBA7
10438;Облигации;RU000A0JXW46
10718;Облигации;RU000A0ZYL55
11281;Облигации;RU000A0ZZJZ6
5559;Облигации;
5560;Облигации;
5561;Облигации;
5552;Облигации;
5553;Облигации;
6023;Облигации;RU000A0JUYJ4
9728;Облигации;RU000A0JX3A5
10706;Облигации;RU000A0ZYU39
5361;Облигации;RU000A0JU6G8
5362;Облигации;RU000A0JVQT7
9497;Облигации;
9988;Облигации;RU000A0JXRN4
8585;Облигации;RU000A0JV946
5012;Облигации;
5015;Облигации;
5014;Облигации;
8931;Облигации;RU000A0JVS93
8932;Облигации;
3001;Облигации;RU000A0JQYU9
3034;Облигации;
3035;Облигации;
3036;Облигации;
8927;Облигации;RU000A0JVUB7
5132;Облигации;
5133;Облигации;
5134;Облигации;
5135;Облигации;
5136;Облигации;
9409;Облигации;RU000A0JWK74
9345;Облигации;RU000A0JWDA3
9346;Облигации;RU000A0JWDB1
9347;Облигации;RU000A0JWDC9
4032;Облигации;RU000A0JS264
4473;Облигации;RU000A0JT3J2
4674;Облигации;RU000A0JTH82
5072;Облигации;RU000A0JTX09
5355;Облигации;RU000A0JU2N3
5885;Облигации;RU000A0JVPJ0
9987;Облигации;RU000A0JXTG4
5886;Облигации;RU000A0JVDR9
10442;Облигации;RU000A0JXYE9
5887;Облигации;RU000A0JURM2
10443;Облигации;RU000A0JXYG4
5890;Облигации;RU000A0JUWV3
10441;Облигации;RU000A0JXYH2
5888;Облигации;RU000A0JVP21
5889;Облигации;RU000A0JWX46
9063;Облигации;RU000A0JVW22
9076;Облигации;RU000A0JVWT5
9917;Облигации;RU000A0JXPJ6
8831;Облигации;RU000A0JWYK8
12281;Облигации;RU000A100EV2
8794;Облигации;RU000A0ZYLL5
5154;Облигации;
2671;Облигации;RU000A0JQK72
2801;Облигации;RU000A0JQS09
2802;Облигации;RU000A0JQS74
3557;Облигации;RU000A0JRMB2
3561;Облигации;RU000A0JRMC0
3735;Облигации;RU000A0JRVN8
4197;Облигации;RU000A0JS6N8
4506;Облигации;RU000A0JT7M7
4994;Облигации;RU000A0JTVJ2
4995;Облигации;RU000A0JU6A1
8953;Облигации;RU000A0JVN56
8954;Облигации;RU000A0JVN64
8955;Облигации;RU000A0JVN98
9201;Облигации;RU000A0JW1V6
9202;Облигации;RU000A0JW1Z7
10943;Облигации;RU000A0ZZ4T1
9476;Облигации;RU000A0JWMZ1
9477;Облигации;RU000A0JWN22
9573;Облигации;RU000A0JWV63
10944;Облигации;RU000A0ZZ505
11638;Облигации;RU000A0ZZY59
11479;Облигации;RU000A0ZZUS8
9889;Облигации;RU000A0JXMQ8
10366;Облигации;RU000A0JXUC1
10549;Облигации;RU000A0ZYBT9
10691;Облигации;RU000A0ZYJ42
10890;Облигации;RU000A0ZYXJ4
11412;Облигации;RU000A0ZZPZ3
11478;Облигации;RU000A0ZZVQ0
5700;Облигации;RU000A0JV805
11863;Облигации;RU000A1008F2
5701;Облигации;RU000A0JVWB3
12298;Облигации;RU000A100GM6
5702;Облигации;
5703;Облигации;
5704;Облигации;
5705;Облигации;RU000A0JUW31
5706;Облигации;RU000A0JUW72
5707;Облигации;RU000A0JV3R1
5709;Облигации;RU000A0JV987
5710;Облигации;
5711;Облигации;
5712;Облигации;
5713;Облигации;
5714;Облигации;
453;Инвестиционные паи;RU000A0ERGA7
9410;Инвестиционные паи;RU000A0JWAW3
10540;Инвестиционные паи;RU000A0ZYC64
11893;Инвестиционные паи;RU000A1002D0
11413;Инвестиционные паи;RU000A0ZZ5R2
11709;Инвестиционные паи;RU000A1006W1
11396;Облигации;RU000A0ZZQ59
10725;Облигации;RU000A0ZYLD2
11632;Облигации;RU000A0ZZZU3
3102;Облигации;
4480;Облигации;
4481;Облигации;
4482;Облигации;
4483;Облигации;
4485;Облигации;
6016;Ипотечные сертификаты участия;RU000A0JUQZ6
9582;Инвестиционные паи;RU000A0JT7G9
1161;Инвестиционные паи;RU000A0JPPP9
3345;Инвестиционные паи;RU000A0JR8H7
9782;Инвестиционные паи;RU000A0JX2H2
3000;Инвестиционные паи;RU000A0JQY19
6001;Инвестиционные паи;RU000A0JUR20
4158;Облигации;RU000A0JS5B5
4159;Облигации;RU000A0JS5A7
4162;Облигации;RU000A0JS5L4
5047;Облигации;
5048;Облигации;
5049;Облигации;
5050;Облигации;
5054;Облигации;
5055;Облигации;
5056;Облигации;
5057;Облигации;
5058;Облигации;
10719;Облигации;RU000A0ZYM54
11260;Облигации;RU000A0ZZFH2
2872;Инвестиционные паи;RU000A0JQUQ5
2871;Инвестиционные паи;RU000A0JQUP7
9437;Облигации;RU000A0JWMM9
9711;Облигации;RU000A0JX108
9947;Облигации;RU000A0JXQJ4
5984;Облигации;RU000A0JUS37
5986;Облигации;RU000A0JUSJ6
11659;Облигации;RU000A1001L5
5855;Облигации;RU000A0JV052
5866;Облигации;RU000A0JUSH0
11262;Облигации;RU000A1003E6
5128;Облигации;RU000A0JVH05
5129;Облигации;RU000A0JU0U2
9762;Облигации;RU000A0JXJM3
9763;Облигации;RU000A0JXJP6
8982;Облигации;RU000A0JVVK6
8983;Облигации;RU000A0JVVP5
8984;Облигации;RU000A0JVVT7
3219;Инвестиционные паи;RU000A0JR2C1
3220;Инвестиционные паи;RU000A0JR290
3221;Инвестиционные паи;RU000A0JR2A5
3218;Инвестиционные паи;RU000A0JR282
10758;Инвестиционные паи;RU000A0HF0L2
932;Инвестиционные паи;RU000A0JP799
11144;Инвестиционные паи;RU000A0JVHY6
3163;Инвестиционные паи;RU000A0JR316
5549;Инвестиционные паи;RU000A0JU9Y5
6070;Облигации;
6071;Облигации;
6072;Облигации;
6073;Облигации;
1166;Акции;RU000A0DM7B3
11836;Облигации;RU000A1007Q1
5177;Облигации;
9123;Облигации;
9124;Облигации;
9125;Облигации;
9126;Облигации;
9322;Облигации;RU000A0JWF71
4982;Облигации;
4983;Облигации;RU000A0JVD41
4984;Облигации;
11761;Облигации;RU000A0JXGV0
8985;Облигации;RU000A0JVRL2
6018;Облигации;RU000A0JUT85
9056;Облигации;RU000A0JVVL4
6019;Облигации;RU000A0JVM32
9132;Облигации;RU000A0JVXX5
9436;Облигации;RU000A0JWM15
6085;Облигации;XS0620695204
6099;Облигации;XS0925043100
3685;Облигации;RU000A0JRSW5
3686;Облигации;RU000A0JRSX3
4450;Облигации;RU000A0JSZF3
4451;Облигации;RU000A0JSZG1
5087;Облигации;RU000A0JTXP5
5088;Облигации;RU000A0JTXQ3
5605;Облигации;RU000A0JUCH4
5607;Облигации;RU000A0JUCJ0
5953;Облигации;RU000A0JUPS3
5954;Облигации;RU000A0JUPT1
8557;Облигации;RU000A0JV1E3
8558;Облигации;RU000A0JV1F0
11136;Облигации;RU000A0ZZBD0
9605;Облигации;
9606;Облигации;
9607;Облигации;
9608;Облигации;
9609;Облигации;
5323;Облигации;
5326;Облигации;
5327;Облигации;
5328;Облигации;
12234;Облигации;RU000A100EN9
5330;Облигации;
5331;Облигации;
5332;Облигации;
5333;Облигации;
5334;Облигации;
5335;Облигации;
5336;Облигации;
5337;Облигации;
5338;Облигации;
5339;Облигации;
5340;Облигации;
5341;Облигации;
5343;Облигации;
9629;Облигации;RU000A0JWYS1
11791;Облигации;RU000A1005E1
5237;Облигации;RU000A0JVBX1
5240;Облигации;
